,level,parent,name,q,eppo,hosts,hosts_ix,corr_deseases
71,9,628,Cherry leaf roll virus,Q5092516,CLRV00,"[[""Rubus fruticosus"", ""RUBFR""], [""Ptelea trifoliata"", ""Q1326200"", ""PTATR""], [""Ribes rubrum"", ""Q146661"", ""RIBRU""], [""Euonymus europaeus"", ""Q161379"", ""EUOEU""], [""Vitis vinifera"", ""Q30046"", ""VITVI""], [""Syringa vulgaris"", ""Q6565319"", ""SYRVU""], [""Ligustrum vulgare"", ""Q1848856"", ""LIGVU""], [""Frangula alnus"", ""Q146136"", ""RHAFR""], [""Betula pendula"", ""Q156895"", ""BETPE""], [""Olea europaea"", ""Q37083"", ""OLVEU""], [""Rubus idaeus"", ""Q12252383"", ""RUBID""], [""Cornus florida"", ""Q887221"", ""CRWFL""], [""Juglans regia"", ""Q46871"", ""IUGRE""], [""Fraxinus excelsior"", ""Q156907"", ""FRXEX""], [""Fagus sylvatica"", ""Q146149"", ""FAUSY""], [""Carpinus betulus"", ""Q158776"", ""CIPBE""], [""Sambucus nigra"", ""Q22701"", ""SAMNI""], [""Ulmus americana"", ""Q469382"", ""ULMAM""], [""Malus domestica"", ""Q18674606"", ""MABSD""], [""Vaccinium darrowii"", ""Q7907961"", ""VACDA""], [""Prunus avium"", ""Q165137"", ""PRNAV""], [""Sorbus aucuparia"", ""Q146198"", ""SOUAU""]]","[1727, 1577, 1688, 822, 2069, 1920, 1081, 1662, 293, 1268, 1729, 542, 1005, 858, 835, 479, 1757, 1984, 1169, 2013, 1517, 1886]","[[""Q11872117"", ""Q11872117""]]"
72,9,669,Cochliobolus heterostrophus,Q5139367,COCHHE,"[[""Geranium"", ""Q157211"", ""1GERG""], [""Zea mays"", ""Q11575"", ""ZEAMX""]]","[45, 2088]","[[""Southern corn leaf blight"", ""Q125955073""], [""Leaf spot""]]"
73,9,670,Curvularia lunata,,COCHLU,"[[""Sugarcane"", ""Q3391243"", ""SACOF""], [""Mangifera indica"", ""Q3919027"", ""MNGIN""]]","[1745, 1219]","[[""Seedling blight"", ""Q98782918""], [""Leaf spot""]]"
74,9,669,Bipolaris oryzae,,COCHMI,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""]]",[1276],"[[""Brown spot""]]"
75,9,669,Cochliobolus sativus,Q5139370,COCHSA,"[[""Secale cereale"", ""Q12099"", ""SECCE""], [""Zizania palustris"", ""Q11142858"", ""ZIZPA""], [""Hordeum vulgare"", ""Q11577"", ""HORVX""], [""Triticum durum"", ""Q618324"", ""TRZDU""], [""Avena sativa"", ""Q12104"", ""AVESA""]]","[1783, 2093, 961, 1969, 269]","[[""Root rot"", ""Q1442077""], [""Seedling blight"", ""Q98782918""], [""Spot blotch"", ""Q7580044""]]"
76,9,669,Bipolaris setariae,,COCHSE,"[[""Geranium"", ""Q157211"", ""1GERG""]]",[45],"[[""Leaf spot""]]"
77,9,669,Bipolaris victoriae,,COCHVI,"[[""Avena sativa"", ""Q12104"", ""AVESA""]]",[269],"[[""Victoria blight""]]"
78,,,Colletotrichum capsici,Q5147071,COLLCA,"[[], [""Poinsettia"", ""Q15711519"", ""EPHPU""]]",[787],"[[""bean anthracnose"", ""Q16039082""]]"
79,9,673,Colletotrichum coccodes,Q1310150,COLLCC,"[[""Cannabis sativa"", ""Q26726"", ""CNISA""], [""Allium"", ""Q49391"", ""1ALLG""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""]]","[506, 4, 1866]","[[""bean anthracnose"", ""Q16039082""], [""black dot"", ""Q1109351""]]"
80,9,673,Colletotrichum cereale,Q5147069,COLLCE,"[[""Triticum durum"", ""Q618324"", ""TRZDU""]]",[1969],"[[""bean anthracnose"", ""Q16039082""]]"
81,9,673,Colletotrichum circinans,Q10457039,COLLCI,"[[""Allium"", ""Q49391"", ""1ALLG""]]",[4],"[[""Smudge""]]"
82,9,673,Colletotrichum dematium,Q5147075,COLLDE,"[[""Spinacia oleracea"", ""Q81464"", ""SPQOL""], [""Poinsettia"", ""Q15711519"", ""EPHPU""], [""Medicago sativa"", ""Q156106"", ""MEDSA""]]","[1890, 787, 1200]","[[""bean anthracnose"", ""Q16039082""]]"
83,9,673,Colletotrichum destructivum,Q5147081,COLLDT,"[[""Nicotiana tabacum"", ""Q181095"", ""NIOTA""], [""Medicago sativa"", ""Q156106"", ""MEDSA""]]","[1260, 1200]","[[""bean anthracnose"", ""Q16039082""]]"
84,9,673,Colletotrichum truncatum,Q5147100,COLLDU,"[[""Cajanus cajan"", ""Q632559"", ""CAJCA""], [""Medicago sativa"", ""Q156106"", ""MEDSA""], [""Lens culinaris"", ""Q131226"", ""LENCU""]]","[342, 1200, 1060]","[[""bean anthracnose"", ""Q16039082""]]"
85,9,673,Colletotrichum fragariae,Q5147078,COLLFR,[[]],[],"[[""bean anthracnose"", ""Q16039082""]]"
86,9,673,Colletotrichum graminicola,Q80936789,COLLGR,"[[""Hordeum vulgare"", ""Q11577"", ""HORVX""], [""Secale cereale"", ""Q12099"", ""SECCE""], [""Avena sativa"", ""Q12104"", ""AVESA""]]","[961, 1783, 269]","[[""bean anthracnose"", ""Q16039082""], [""Anthracnose Leaf Blight"", ""Q2853014""]]"
87,9,673,Colletotrichum higginsianum,Q5147082,COLLHG,"[[""Brassicaceae"", ""Q156888"", ""1CRUF""]]",[22],"[[""bean anthracnose"", ""Q16039082""]]"
88,9,673,Colletotrichum kahawae,Q5147086,COLLKA,"[[""Coffea"", ""Q156354"", ""1COFG""]]",[18],"[[""Coffee berry disease""]]"
89,9,673,Colletotrichum lindemuthianum,Q2853020,COLLLD,"[[""Fabaceae"", ""Q44448"", ""1LEGF""], [""Lens culinaris"", ""Q131226"", ""LENCU""]]","[56, 1060]","[[""bean anthracnose"", ""Q16039082""]]"
90,9,673,Colletotrichum lini,Q5147085,COLLLI,"[[""Linum usitatissimum"", ""Q45108"", ""LIUUT""]]",[1099],"[[""bean anthracnose"", ""Q16039082""], [""Q117035813"", ""Q117035813""]]"
91,9,673,Colletotrichum musae,Q5147088,COLLMU,"[[""Musa"", ""Q8666090"", ""1MUBG""]]",[62],"[[""bean anthracnose"", ""Q16039082""]]"
92,9,673,Colletotrichum trifolii,Q1312232,COLLTF,"[[""Medicago sativa"", ""Q156106"", ""MEDSA""], [""Trifolium pratense"", ""Q156635"", ""TRFPR""]]","[1200, 1963]","[[""Southern anthracnose""], [""bean anthracnose"", ""Q16039082""]]"
93,9,675,Coniothyrium wernsdorffiae,Q4202201,CONIWE,"[[""Rosa large-flowered bush hybrids"", ""ROSXX""], [""Rosa"", ""Q34687"", ""1ROSG""]]","[1721, 81]","[[""Brand canker""]]"
94,6,679,Rhodococcus fascians,Q309787,CORBFA,"[[""Chrysanthemum"", ""Q59882"", ""CHYIN""], [""Iberis sempervirens"", ""Q159306"", ""IBESE""], [""Rubus"", ""Q602740"", ""1RUBG""], [""Pisum sativum subsp. arvense"", ""Q149758"", ""PIBSA""], [""Dianthus caryophyllus"", ""Q158984"", ""DINCA""]]","[12, 985, 82, 1360, 711]","[[""Fasciation""], [""Leafy gall""]]"
95,6,682,Rathayibacter iranicus,,CORBIR,"[[""Triticum durum"", ""Q618324"", ""TRZDU""]]",[1969],"[[""Gumming""]]"
96,6,683,Clavibacter michiganensis michiganensis,Q21383092,CORBMI,"[[""Citrullus lanatus"", ""Q17507129"", ""CITLA""], [""Datura stramonium"", ""Q30959"", ""DATST""], [""Solanum carolinense"", ""Q1044376"", ""SOLCA""], [""Secale cereale"", ""Q12099"", ""SECCE""], [""Brunfelsia lactea"", ""Q992615"", ""BRFLA""], [""Hordeum vulgare"", ""Q11577"", ""HORVX""], [""Solanum pseudocapsicum"", ""Q1475749"", ""SOLPC""], [""Solanum nigrum"", ""Q146400"", ""SOLNI""], [""Solanum quitoense"", ""Q795069"", ""SOLQU""], [""Cucumis sativus"", ""Q23425"", ""CUMSA""], [""Datura metel"", ""Q715019"", ""DATME""], [""Datura innoxia"", ""Q17464343"", ""DATIN""], [""Capsicum frutescens"", ""Q311426"", ""CPSFR""], [""Schizanthus sp."", ""SZTSS""], [""Helianthus annuus"", ""Q171497"", ""HELAN""], [""Datura sp."", ""DATSS""], [""Capsicum annuum"", ""Q1380"", ""CPSAN""], [""Solanum scabrum"", ""Q24853233"", ""SOLSC""], [""Brugmansia x candida"", ""DATCA""], [""Nierembergia sp."", ""NIESS""], [""Solanum dulcamara"", ""Q147707"", ""SOLDU""], [""Avena sativa"", ""Q12104"", ""AVESA""], [""Solanum triflorum"", ""Q7161852"", ""SOLTR""], [""Browallia speciosa"", ""Q149763"", ""BRWSP""], [""Salpiglossis sp."", ""SLGSS""], [""Solanum lycopersicum"", ""Q23501"", ""LYPES""], [""Triticum aestivum subsp. aestivum"", ""Q21384762"", ""TRZAX""], [""Nierembergia frutescens"", ""Q17400389"", ""NIEFR""], [""Capsicum"", ""Q201959"", ""1CPSG""], [""Solanum myriacanthum"", ""Q15536349"", ""SOLMY""], [""Solanum aethiopicum"", ""Q257366"", ""SOLAE""], [""Solanum atropurpureum"", ""Q290565"", ""SOLAT""], [""Solanum americanum"", ""Q2729601"", ""SOLAM""], [""Solanum melongena"", ""Q7540"", ""SOLME""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""], [""Solanum violaceum"", ""Q10910406"", ""SOLVL""], [""Solanum pectinatum"", ""Q15536653"", ""SOLPQ""], [""Solanum capsicoides"", ""Q4022813"", ""SOLCI""], [""Physalis longifolia"", ""Q310693"", ""PHYLF""], [""Hyoscyamus niger"", ""Q161058"", ""HSYNI""], [""Solanum douglasii"", ""Q7555746"", ""SOLDO""], [""Zea mays"", ""Q124961380"", ""ZEAMX""], [""Zea mays"", ""Q11575"", ""ZEAMX""], [""Cestrum elegans"", ""Q622894"", ""CEMEL""], [""Nicotiana quadrivalvis"", ""Q7030548"", ""NIOBI""], [""Physalis heterophylla"", ""Q151021"", ""PHYHE""], [""Solanum aviculare"", ""Q1295038"", ""SOLAV""], [""Streptosolen jamesonii"", ""Q136702"", ""SROJA""]]","[484, 680, 1829, 1783, 307, 961, 1850, 1848, 1855, 610, 678, 677, 534, 1925, 937, 679, 533, 1860, 675, 1253, 1838, 269, 1865, 330, 1814, 1140, 1968, 1252, 20, 1847, 1825, 1827, 1826, 1844, 1866, 1868, 1852, 1832, 1354, 967, 1836, 2088, 2088, 376, 1256, 1353, 1828, 1899]","[[""bacterial wilt and canker of tomato"", ""Q11774860""], [""Bacterial canker""]]"
97,6,683,Clavibacter michiganensis subsp. sepedonicus,Q804513,CORBSE,"[[""Datura stramonium"", ""Q30959"", ""DATST""], [""Solanum chrysotrichum"", ""Q15534455"", ""SOLKR""], [""Pisum sativum"", ""Q25237"", ""PIBSX""], [""Solanum demissum"", ""Q3489182"", ""SOLDS""], [""Solanum mammosum"", ""Q1639604"", ""SOLMM""], [""Solanum rostratum"", ""Q1788430"", ""SOLRS""], [""Brassica napus"", ""Q125526553"", ""BRSNN""], [""Solanum commersonii"", ""Q3489179"", ""SOLCO""], [""Solanum suaveolens"", ""Q15538511"", ""SOLZU""], [""Solanum lycopersicum"", ""Q23501"", ""LYPES""], [""Phaseolus vulgaris"", ""Q42339"", ""PHSVX""], [""Stellaria media"", ""Q158711"", ""STEME""], [""Solanum candolleanum"", ""Q3489167"", ""SOLQA""], [""Solanum melongena"", ""Q7540"", ""SOLME""], [""Solanum citrullifolium"", ""Q624613"", ""SOLCF""], [""Beta vulgaris"", ""Q165191"", ""BEAVX""], [""Solanum chacoense"", ""Q3489173"", ""SOLCH""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""], [""Solanum corymbosum"", ""Q15534275"", ""SOLQO""], [""Solanum vernei"", ""Q15537892"", ""SOLVR""], [""Solanum verrucosum"", ""Q3489213"", ""SOLVC""], [""Solanum elaeagnifolium"", ""Q2716800"", ""SOLEL""], [""Hyoscyamus niger"", ""Q161058"", ""HSYNI""], [""Solanum wittmackii"", ""Q15538070"", ""SOLWH""], [""Poa annua"", ""Q157571"", ""POAAN""], [""Zea mays"", ""Q11575"", ""ZEAMX""], [""Elymus repens"", ""Q276262"", ""AGRRE""], [""Solanum radicans"", ""Q15537587"", ""SOLRD""], [""Vicia faba"", ""Q131342"", ""VICFX""], [""Solanum stoloniferum"", ""Q3489207"", ""SOLSF""], [""Solanum candidum"", ""Q7555737"", ""SOLCW""]]","[680, 1842, 1361, 1837, 1845, 1857, 319, 1833, 1871, 1140, 1346, 1907, 1853, 1844, 1830, 281, 1831, 1866, 1854, 1869, 1867, 1839, 967, 1870, 1485, 2088, 168, 1856, 2043, 1861, 1835]","[[""Ring rot"", ""Q12424630""]]"
98,8,688,Trametes versicolor,Q753833,CORLVE,"[[""Juglans nigra"", ""Q852572"", ""IUGNI""]]",[1004],"[[""Wood decay""]]"
99,8,691,Corticium invisum,Q5173280,CORTIN,"[[""Camellia sinensis"", ""Q101815"", ""CAHSI""]]",[341],"[[""Black rot""]]"
100,8,691,Corticium koleroga,Q5063744,CORTKO,"[[""Coffea"", ""Q156354"", ""1COFG""], [""Citrus"", ""Q81513"", ""1CIDG""]]","[18, 13]","[[""white thread blight"", ""Q109044141""]]"
101,8,691,Corticium theae,Q5173278,CORTTH,"[[""Camellia sinensis"", ""Q101815"", ""CAHSI""]]",[341],"[[""Black rot""]]"
102,9,693,Corynespora cassiicola,Q5173766,CORYCA,"[[""Gossypium hirsutum"", ""Q133481"", ""GOSHI""], [""Cattleya"", ""Q133733"", ""1CTBG""], [""Saintpaulia ionantha"", ""Q165406"", ""SNPIO""], [""Glycine max"", ""Q11006"", ""GLXMA""]]","[911, 26, 1816, 901]","[[""Leaf spot""], [""Target spot""], [""blotch disease of cucurbits"", ""Q106621352""], [""leaf spot of tomato"", ""Q106621188""]]"
103,9,696,Magnaporthiopsis maydis,,CPHUMA,"[[""Zea mays"", ""Q11575"", ""ZEAMX""]]",[2088],"[[""Late Wilt""]]"
104,9,697,Fusarium sacchari,Q5509917,CPHUSA,"[[""Sugarcane"", ""Q3391243"", ""SACOF""]]",[1745],"[[""Wilt""]]"
105,8,698,Cristulariella depraedans,Q10461699,CRISDE,[],[],"[[""gray mold spot"", ""Q12856885""]]"
106,8,701,Moniliophthora perniciosa,Q1306864,CRNPPE,"[[""Herrania sp."", ""HRASS""], [""Solanum lycocarpum"", ""Q3280462"", ""SOLLY""], [""Theobroma subincanum"", ""Q10262384"", ""THOSU""], [""Capsicum frutescens"", ""Q311426"", ""CPSFR""], [""Arrabidaea"", ""Q8204880"", ""1ABDG""], [""Solanum stipulaceum"", ""Q17400934"", ""SOLTI""], [""Capsicum annuum"", ""Q1380"", ""CPSAN""], [""Allophylus edulis"", ""Q3308800"", ""AOLED""], [""Theobroma cacao"", ""Q42385"", ""THOCA""], [""Solanum lycopersicum"", ""Q23501"", ""LYPES""], [""Solanum swartzianum"", ""Q15537711"", ""SOLSW""], [""Theobroma obovatum"", ""Q15385444"", ""THOOB""], [""Solanum aethiopicum"", ""Q257366"", ""SOLAE""], [""Solanum melongena"", ""Q7540"", ""SOLME""], [""Solanum mauritianum"", ""Q2097687"", ""SOLMR""], [""Theobroma grandiflorum"", ""Q1144414"", ""THOGR""], [""Theobroma bicolor"", ""Q893238"", ""THOBI""], [""Solanum grandiflorum"", ""Q15535397"", ""SOLGF""], [""Solanum paniculatum"", ""Q5223247"", ""SOLPA""]]","[964, 1843, 1942, 534, 1864, 533, 222, 1939, 1140, 1863, 1941, 1825, 1844, 1846, 1940, 1938, 1840, 1849]","[[""Witches broom disease"", ""Q124815445""]]"
107,8,703,Cronartium coleosporioides,Q10461905,CRONCL,"[[""Pinus nigra"", ""Q145954"", ""PIUNI""], [""Castilleja sessiliflora"", ""Q5049928"", ""CSLSE""], [""Pinus jeffreyi"", ""Q251370"", ""PIUJE""], [""Pinus densiflora"", ""Q1044186"", ""PIUDE""], [""Pinus ponderosa"", ""Q460523"", ""PIUPO""], [""Castilleja martini"", ""Q42348836"", ""CSLMA""], [""Pinus sabiniana"", ""Q2473331"", ""PIUSA""], [""Pinus contorta var. latifolia"", ""PIUCT""], [""Pinus muricata"", ""Q866150"", ""PIUMR""], [""Castilleja minor"", ""Q5049917"", ""CSLMN""], [""Castilleja angustifolia"", ""Q5049889"", ""CSLAN""], [""Pinophyta"", ""Q132825"", ""1PINP""], [""Castilleja foliolosa"", ""Q5049904"", ""CSLFO""], [""Orthocarpus luteus"", ""Q7104412"", ""ORCLU""], [""Castilleja rhexifolia"", ""Q15350409"", ""CSLRX""], [""Pedicularis groenlandica"", ""Q596828"", ""PEAGD""], [""Pinus sylvestris"", ""Q133128"", ""PIUSI""], [""Castilleja tenuiflora"", ""Q15031110"", ""CSLTE""], [""Castilleja linariifolia"", ""Q265620"", ""CSLLI""], [""Pinus radiata"", ""Q748888"", ""PIURA""], [""Pinus contorta"", ""Q165091"", ""PIUCN""], [""Castilleja integrifolia"", ""Q15349746"", ""CSLIT""], [""Pedicularis bracteosa"", ""Q17715523"", ""PEABR""], [""Pinus mugo"", ""Q147475"", ""PIUMU""], [""Pinus attenuata"", ""Q2703208"", ""PIUAT""], [""Lamourouxia dependens"", ""Q15336870"", ""LRXDE""], [""Castilleja wightii"", ""Q15350938"", ""CSLWI""], [""Castilleja coccinea"", ""Q5049899"", ""CSLCO""], [""Castilleja suksdorfii"", ""Q15350265"", ""CSLSK""], [""Pinus pumila"", ""Q243964"", ""PIUPU""], [""Castilleja occidentalis"", ""Q2941431"", ""CSLOC""], [""Melampyrum lineare"", ""Q6811161"", ""MEALI""], [""Castilleja miniata"", ""Q2941436"", ""CSLMI""], [""Lamourouxia rhinanthifolia"", ""Q15336402"", ""LRXRH""], [""Castilleja patriotica"", ""Q15351682"", ""CSLPA""], [""Pinus banksiana"", ""Q806838"", ""PIUBN""], [""Pinus coulteri"", ""Q1137001"", ""PIUCO""], [""Castilleja latifolia"", ""Q5049912"", ""CSLLA""]]","[1425, 565, 1411, 1393, 1439, 559, 1449, 1391, 1420, 561, 553, 69, 555, 1272, 564, 1305, 1453, 567, 558, 1444, 1388, 556, 1304, 1421, 1379, 1116, 568, 554, 566, 1443, 562, 1195, 560, 1117, 563, 1381, 1389, 557]","[[""Stalactiform blister rust""]]"
108,8,703,Cronartium comandrae,Q10461906,CRONCO,"[[""Pinus jeffreyi"", ""Q251370"", ""PIUJE""], [""Pinus serotina"", ""Q2703233"", ""PIUSE""], [""Pinus ponderosa"", ""Q460523"", ""PIUPO""], [""Comandra umbellata subsp. pallida"", ""Q32794511"", ""CDRUP""], [""Pinus contorta var. latifolia"", ""PIUCT""], [""Pinus glabra"", ""Q539249"", ""PIUGL""], [""Pinus taeda"", ""Q368248"", ""PIUTD""], [""Pinus contorta var. murrayana"", ""Q24692853"", ""PIUCR""], [""Pinophyta"", ""Q132825"", ""1PINP""], [""Pinus brutia"", ""Q628329"", ""PIUBR""], [""Comandra umbellata"", ""Q15380252"", ""CDRUM""], [""Comandra umbellata subsp. umbellata"", ""CDRUU""], [""Pinus sylvestris"", ""Q133128"", ""PIUSI""], [""Pinus ponderosa var. scopulorum"", ""PIUPM""], [""Pinus contorta"", ""Q165091"", ""PIUCN""], [""Pinus mugo"", ""Q147475"", ""PIUMU""], [""Pinus attenuata"", ""Q2703208"", ""PIUAT""], [""Comandra livida"", ""Q39910027"", ""CDRLI""], [""Pinus virginiana"", ""Q3505749"", ""PIUVI""], [""Pinus elliottii"", ""Q1249109"", ""PIUEL""], [""Pinus rigida"", ""Q837410"", ""PIURI""], [""Pinus banksiana"", ""Q806838"", ""PIUBN""], [""Pinus brutia var. eldarica"", ""PIUHD""], [""Pinus echinata"", ""Q3237846"", ""PIUEC""]]","[1411, 1451, 1439, 368, 1391, 1406, 1458, 1390, 69, 1382, 367, 369, 1453, 1437, 1388, 1421, 1379, 366, 1463, 1401, 1447, 1381, 1408, 1398]","[[""Comandra blister rust""]]"
109,8,703,Cronartium quercuum,Q10461913,CRONQU,"[[""Quercus alba"", ""Q469555"", ""QUEAL""], [""Pinus nigra"", ""Q145954"", ""PIUNI""], [""Pinus resinosa"", ""Q2045958"", ""PIURE""], [""Pinus serotina"", ""Q2703233"", ""PIUSE""], [""Pinus halepensis"", ""Q211457"", ""PIUHA""], [""Pinus ponderosa"", ""Q460523"", ""PIUPO""], [""Quercus acutissima"", ""Q1034859"", ""QUEAS""], [""Pinus muricata"", ""Q866150"", ""PIUMR""], [""Pinus leiophylla"", ""Q2737854"", ""PIULE""], [""Pinus glabra"", ""Q539249"", ""PIUGL""], [""Pinus taeda"", ""Q368248"", ""PIUTD""], [""Pinophyta"", ""Q132825"", ""1PINP""], [""Pinus clausa"", ""Q1259309"", ""PIUCL""], [""Quercus velutina"", ""Q1001011"", ""QUEVE""], [""Pinus sylvestris"", ""Q133128"", ""PIUSI""], [""Quercus falcata"", ""Q1066116"", ""QUEFC""], [""Pinus pinaster"", ""Q271582"", ""PIUPL""], [""Quercus serrata"", ""Q847209"", ""QUEGL""], [""Pinus radiata"", ""Q748888"", ""PIURA""], [""Quercus marilandica"", ""Q845791"", ""QUEMR""], [""Pinus contorta"", ""Q165091"", ""PIUCN""], [""Pinus mugo"", ""Q147475"", ""PIUMU""], [""Quercus mongolica"", ""Q1367359"", ""QUEMO""], [""Castanea pumila"", ""Q3662068"", ""CSNPU""], [""Quercus agrifolia"", ""Q514052"", ""QUEAG""], [""Pinus pungens"", ""Q3087592"", ""PIUPG""], [""Quercus coccinea"", ""Q854714"", ""QUECO""], [""Pinus virginiana"", ""Q3505749"", ""PIUVI""], [""Quercus chapmanii"", ""Q3774513"", ""QUECP""], [""Pinus caribaea"", ""Q2900918"", ""PIUCB""], [""Pinus elliottii"", ""Q1249109"", ""PIUEL""], [""Pinus teocote"", ""Q311073"", ""PIUTE""], [""Quercus rubra"", ""Q147525"", ""QUERU""], [""Pinus rigida"", ""Q837410"", ""PIURI""], [""Pinus banksiana"", ""Q806838"", ""PIUBN""], [""Castanopsis"", ""Q1065400"", ""1CSOG""], [""Pinus lawsonii"", ""Q3308373"", ""PIULW""], [""Castanea dentata"", ""Q468698"", ""CSNDE""], [""Pinus echinata"", ""Q3237846"", ""PIUEC""]]","[1610, 1425, 1445, 1451, 1407, 1439, 1611, 1420, 1414, 1406, 1458, 69, 1386, 1650, 1453, 1619, 1436, 1622, 1444, 1634, 1388, 1421, 1633, 575, 1609, 1433, 1614, 1463, 1615, 1384, 1401, 1459, 1644, 1447, 1381, 25, 1416, 570, 1398]","[[""Eastern gall rust""]]"
110,6,705,Cryptostroma corticale,Q10462705,CRPSCO,"[[""Acer pseudoplatanus"", ""Q156944"", ""ACRPP""], [""Acer circinatum"", ""Q568923"", ""ACRCJ""], [""Acer macrophyllum"", ""Q599523"", ""ACRMA""], [""Acer"", ""Q42292"", ""1ACRG""], [""Acer rubrum"", ""Q161364"", ""ACRRB""], [""Acer platanoides"", ""Q26745"", ""ACRPL""], [""Acer japonicum"", ""Q149269"", ""ACRJA""], [""Acer campestre"", ""Q158785"", ""ACRCA""], [""Acer palmatum"", ""Q269224"", ""ACRPA""], [""Acer saccharinum"", ""Q158301"", ""ACRSA""], [""Aesculus hippocastanum"", ""Q26899"", ""AECHI""]]","[142, 132, 136, 2, 144, 141, 135, 131, 139, 145, 152]","[[""sooty bark disease"", ""Q64212020""]]"
111,9,709,Anisogramma anomala,Q4765347,CRSPAN,"[[""Corylus heterophylla"", ""Q976000"", ""CYLHE""], [""Corylus"", ""Q145889"", ""1CYLG""], [""Corylus avellana"", ""Q124969"", ""CYLAV""], [""Corylus colurna"", ""Q148939"", ""CYLCO""], [""Corylus americana"", ""Q468659"", ""CYLAM""]]","[654, 34, 651, 652, 650]","[[""Eastern filbert blight""]]"
112,9,711,Cryptodiaporthe castanea,Q10462347,CRYDCA,[],[],"[[""Q12856887"", ""Q12856887""]]"
113,,,Citrus psorosis ophiovirus,Q51929876,CSPV00,[],[],"[[""psorosis"", ""Q109042256""]]"
