,level,parent,name,q,eppo,hosts,corr_deseases
500,8,1059,Uromyces dianthi,Q7900895,UROMDI,"[('Dianthus caryophyllus', 'Q158984', 'DINCA')]","[('rust', 'Q4273292')]"
501,8,1059,Uromyces pisi-sativi,Q892348,UROMPS,[],"[('rust of peas', 'Q56343377')]"
502,8,1059,Uromyces trifolii-repentis,Q2501142,UROMRE,"[('Trifolium pratense', 'Q156635', 'TRFPR')]","[('clover rust', 'Q100708812'), ('rust', 'Q4273292')]"
503,8,1059,Uromyces striatus,Q1794695,UROMST,"[('Medicago sativa', 'Q156106', 'MEDSA')]","[('rust', 'Q4273292')]"
504,8,1061,Pileolaria terebinthi,Q7193885,UROMTE,"[('Pistacia vera', 'Q36071', 'PIAVE')]","[('rust', 'Q4273292')]"
505,8,1059,Uromyces trifolii,Q2501128,UROMTR,"[('Trifolium pratense', 'Q156635', 'TRFPR')]","[('rust', 'Q4273292')]"
506,8,1059,Uromyces viciae-fabae,Q1312778,UROMVF,"[('Lens culinaris', 'Q131226', 'LENCU'), ('Vicia faba', 'Q3092725', 'VICFX'), ('Vicia lens', 'Q111391147', 'LENCU')]","[('rust', 'Q4273292')]"
507,8,23,Ustilago hordei,Q10711324,USTIHO,"[('Hordeum vulgare', 'Q11577', 'HORVX')]","[('Covered smut',)]"
508,8,23,Ustilago maydis,Q1430040,USTIMA,"[('Zea mays', 'Q11575', 'ZEAMX')]","[('Common smut',)]"
509,8,23,Ustilago nuda,Q6676009,USTINH,[],"[('loose smut of barley', 'Q20722634')]"
510,8,23,Ustilago tritici,Q2708559,USTINT,"[('Secale cereale', 'Q12099', 'SECCE'), ('Hordeum vulgare', 'Q11577', 'HORVX'), ('Triticum durum', 'Q618324', 'TRZDU')]","[('Loose smut',)]"
511,9,1062,Ustilaginoidea virens,Q3278240,USTNVI,"[('Zea mays', 'Q11575', 'ZEAMX')]","[('False smut',)]"
512,9,5,Cytospora leucostoma,Q102078886,VALSLE,"[('Prunus persica', 'Q13189', 'PRNPS')]","[('Cytospora canker',), ('Leucostoma canker', 'Q16984500')]"
513,9,5,Valsa malicola,Q116728717,VALSMC,[],"[('perennial canker', 'Q127417752')]"
514,8,745,Venturia carpophila,Q7920446,VENTCA,"[('Prunus persica', 'Q13189', 'PRNPS'), ('Prunus amygdalus', 'Q15545507', 'PRNDU')]","[('Peach scab', 'Q11775289'), ('scab', 'Q1639227'), ('black spot of peach', 'Q112963807')]"
515,8,745,Venturia tremulae,Q10714052,VENTMA,[],"[('Leaf and shoot blight of aspen', 'Q11775029')]"
516,8,745,Venturia pyrina,Q1392732,VENTPI,[],"[('pear scab', 'Q11811243')]"
517,9,1064,Verticillium dahliae,Q2699339,VERTDA,"[('Abelmoschus esculentus', 'Q80531', 'ABMES'), ('Solanum melongena', 'Q7540', 'SOLME'), ('Fragaria x ananassa', 'FRAAN'), ('Vitis vinifera', 'Q30046', 'VITVI'), ('Carthamus tinctorius', 'Q156625', 'CAUTI'), ('Matricaria chamomilla', 'Q28437', 'MATCH'), ('Ailanthus altissima', 'Q159570', 'AILAL'), ('Rubus', 'Q602740', '1RUBG'), ('Fraxinus pennsylvanica', 'Q161164', 'FRXPE'), ('Humulus lupulus', 'Q104212', 'HUMLU'), ('Pistacia vera', 'Q36071', 'PIAVE'), ('Actinidia chinensis', 'Q163522', 'ATICH'), ('Armoracia rusticana', 'Q26545', 'ARWLA'), ('Acer platanoides', 'Q26745', 'ACRPL'), ('Helianthus annuus', 'Q171497', 'HELAN'), ('Brassica oleracea var. italica', 'BRSOK'), ('Cota palaestina', 'Q12236415', 'ANTPA'), ('Chenopodium album', 'Q158610', 'CHEAL'), ('Aralia cordata', 'Q2473304', 'ARLCO'), (), ('Hordeum vulgare', 'Q11577', 'HORVX'), ('Lupinus luteus', 'Q159751', 'LUPLU'), ('Cosmos bipinnatus', 'Q575748', 'CMSBI'), ('Prunus armeniaca', 'Q37453', 'PRNAR'), ('Cucurbita pepo', 'Q7229863', 'CUUPE'), ('Lathyrus ochrus', 'Q12205673', 'LTHOC'), ('Alectryon sp.', 'AEYSS'), ('Cynara scolymus', 'Q134609', 'CYUSC'), ('Nestegis sp.', 'NTGSS'), ('Cichorium intybus', 'Q2544599', 'CICIN'), ('Solanum nigrum', 'Q146400', 'SOLNI'), ('Aguacate', 'Q37153', 'PEBAM'), ('Lupinus polyphyllus', 'Q159737', 'LUPPO'), ('Echinacea purpurea', 'Q272661', 'RUDPU'), ('Lepidium draba', 'Q149440', 'CADDR'), ('Tripleurospermum inodorum', 'Q19848986', 'MATIN'), ('Mentha x piperita', 'MENPI'), ('Citrullus lanatus', 'CITLA'), ('Acer palmatum', 'Q269224', 'ACRPA'), ('Raphanus raphanistrum', 'Q28017', 'RAPRA'), ('Solanum aethiopicum', 'Q257366', 'SOLAE'), ('Rudbeckia hirta', 'Q2532820', 'RUDHI'), ('Linum usitatissimum', 'Q45108', 'LIUUT'), ('Tetragonia tetragonoides', 'Q278283', 'TEATE'), ('Capsicum annuum', 'Q1380', 'CPSAN'), ('Brassica napus', 'Q125526553', 'BRSNN'), ('Senecio vulgaris', 'Q504256', 'SENVU'), ('Beta vulgaris', 'Q165191', 'BEAVX'), ('Cotinus coggygria', 'Q161406', 'COTCO'), ('Lactuca sativa var. longifolia', 'LACSO'), ('Brassica oleracea var. capitata', 'Q35051', 'BRSOL'), ('Solanum lycopersicum', 'LYPES'), ('Lampranthus sp.', 'LMPSS'), ('Arachis hypogaea', 'ARHHY'), ('Liriodendron tulipifera', 'Q158783', 'LIRTU'), ('Olea europaea', 'Q37083', 'OLVEU'), ('Matthiola sp.', 'MTLSS'), ('Rudbeckia fulgida', 'Q450250', 'RUDFU'), ('Solanum tuberosum', 'SOLTU'), ('Lactuca sativa', 'Q83193', 'LACSA'), ('Papaver somniferum', 'Q131584', 'PAPSO'), ('Papaver nudicaule', 'Q148824', 'PAPNU'), ('Brassica oleracea var. botrytis', 'Q7537', 'BRSOB'), ('Lactuca sativa', 'LACSA'), ('Xanthium orientale subsp. italicum', 'Q51004293', 'XANSI'), ('Tagetes patula', 'Q644934', 'TAGPA'), ('Brassica oleracea', 'Q146212', 'BRSOX'), ('Scutellaria lateriflora', 'Q2701473', 'SCDLA'), ('Rosa sp.', 'ROSSS'), ('Rubus sp.', 'RUBSS'), ('Carica papaya', 'Q34887', 'CIAPA'), ('Spinacia oleracea', 'Q81464', 'SPQOL'), ('Helianthus annuus', 'HELAN'), ('Geranium', 'Q157211', '1GERG'), ('Coleus scutellarioides', 'Q10881792', 'CXUBH'), ('Prunus dulcis', 'Q39918', 'PRNDU'), ('Chelidonium majus', 'Q156807', 'CHQMA'), ('Prunus amygdalus', 'Q15545507', 'PRNDU'), ('Tagetes erecta', 'Q759876', 'TAGER'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Gossypium hirsutum', 'Q133481', 'GOSHI')]","[('Verticillium wilt', 'Q500536')]"
518,9,1071,Wheat dwarf virus,Q7991829,WDV000,[],"[('Wheat dwarf disease', 'Q79413810')]"
519,7,1074,Xanthomonas albilineans,Q15624529,XANTAB,"[('Saccharum officinarum', 'SACOF'), ('Cenchrus purpureus', 'Q41531378', 'PESPU'), ('Sugarcane', 'Q3391243', 'SACOF')]","[('Leaf scald',)]"
520,7,1075,Xylophilus ampelinus,,XANTAM,"[('Vitis vinifera', 'Q30046', 'VITVI'), ('Vitis', 'Q191019', '1VITG')]","[('Bacterial blight',)]"
521,7,1074,Xanthomonas campestris pv. vesicatoria,Q8043053,XANTAV,"[('Capsicum annuum', 'Q1380', 'CPSAN'), ('Solanum lycopersicum', 'LYPES')]","[('Bacterial leaf scorch', 'Q4839991')]"
522,7,1074,Xanthomonas fragariae,Q8043054,XANTFR,"[('Drymocallis glandulosa', 'Q15537861', 'PTLGL'), ('Dasiphora fruticosa', 'Q161169', 'PTLFR'), ('Fragaria virginiana', 'FRAVI'), ('Fragaria x ananassa', 'FRAAN'), ('Fragaria vesca', 'Q146684', 'FRAVE'), ('Fragaria', 'Q745', '1FRAG')]","[('Angular leaf spot',)]"
523,7,1074,Xanthomonas arboricola,Q8043052,XANTRB,[],"[('Q114352569', 'Q114352569')]"
524,7,1074,Xanthomonas vasicola pv. vasculorum,,XANTVV,"[('Zea mays', 'Q11575', 'ZEAMX')]","[('Bacterial leaf streak', 'Q24975352')]"
525,9,1076,Xyleborus glabratus,Q8045345,XYLBGR,"[('Picea asperata', 'Q3239660', 'PIEAS'), ('Machilus nanmu', 'Q15608230', 'MCHNA'), ('Cinnamomum osmophloeum', 'Q714184', 'CINOS'), ('Persea palustris', 'Q1245407', 'PEBPA'), ('Leucaena', 'Q311423', '1LUAG'), ('Lindera latifolia', 'Q10925767', 'LIELA'), ('Lithocarpus', 'Q132402', '1LIAG'), ('Sassafras albidum', 'Q584469', 'SSAAL'), ('Shorea', 'Q132419', '1SHOG'), ('Persea americana', 'PEBAM'), ('Laurus nobilis', 'Q26006', 'LURNO'), ('Cinnamomum camphora', 'Q158722', 'CINCA'), ('Persea borbonia', 'Q4351742', 'PEBBO'), ('Schima superba', 'Q11093140', 'SHMSU'), ('Ocotea heribertoi', 'Q15609060', 'OCOHE'), ('Litsea elongata', 'Q11177022', 'LISEL')]","[('laurel wilt', 'Q6500058')]"
