,level,parent,name,q,eppo
2052,9,103,Vinca sp.,,VINSS
2053,8,3078,Viola odorata,Q108684,VIOOD
2054,9,104,Vitis aestivalis,Q136885,VITAE
2055,9,104,Vitis amurensis,Q134364,VITAM
2056,9,104,Vitis arizonica,Q2713015,VITAZ
2057,9,104,Vitis bourquiniana,,VITBQ
2058,9,104,Vitis candicans,,VITCA
2059,9,104,Vitis x champinii,,VITCH
2060,9,104,Vitis cinerea,Q290003,VITCI
2061,9,104,Vitis californica,Q2275493,VITCL
2062,9,104,Vitis cinerea var. floridana,,VITCN
2063,9,104,Vitis girdiana,Q3017680,VITGI
2064,9,104,Vitis hybrids,,VITHD
2065,9,104,Vitis labrusca,Q311720,VITLA
2066,9,104,Vitis munsoniana,,VITMU
2067,9,104,Vitis rotundifolia,Q2701573,VITRF
2068,9,104,Vitis riparia,Q1081461,VITRI
2069,9,104,Vitis rupestris,Q138189,VITRU
2070,9,104,Vitis sp.,,VITSS
2071,9,104,Vitis shuttleworthii,Q3017185,VITSW
2072,9,104,Vitis vinifera,Q30046,VITVI
2073,9,3079,Viguiera sp.,,VIUSS
2074,9,3080,Vitex agnus-castus,Q259318,VIXAC
2075,9,3080,Vitex lucens,Q1861046,VIXLU
2076,9,3082,Valerianella sp.,,VLLSS
2077,9,3083,Vincetoxicum sp.,,VNCSS
2078,9,3084,Washingtonia sp.,,WATSS
2079,9,3085,Weigela florida,Q164323,WEGFL
2080,9,3085,Weigela sp.,,WEGSS
2081,9,3087,Westringia glabra,Q7989638,WESGL
2082,9,3087,Westringia fruticosa,Q7989639,WESRO
2083,9,3088,Wisteria floribunda,Q1329209,WSTFL
2084,9,3088,Wisteria frutescens,Q8027753,WSTFR
2085,9,3088,Wisteria sp.,,WSTSS
2086,9,3090,Xanthoceras sorbifolium,Q196178,XACSO
2087,9,3091,Xanthium orientale subsp. saccharatum,,XANSA
2088,9,3091,Xanthium orientale subsp. italicum,Q51004293,XANSI
2089,9,3091,Xanthium spinosum,Q643890,XANSP
2090,9,3091,Xanthium strumarium,Q857159,XANST
2091,9,3092,Xanthosoma sp.,,XATSS
2092,9,2597,Zea mays,Q11575,ZEAMX
2093,8,3093,Zelkova serrata,Q920344,ZELSE
2094,9,3094,Zinnia elegans,Q15245321,ZIIEL
2095,8,3095,Ziziphus jujuba,Q11181633,ZIPJU
2096,9,3096,Zizania palustris,Q11142858,ZIZPA
2097,9,3097,Symphyotrichum divaricatum,Q15554798,ZMYDI
2098,8,3098,Siraitia grosvenorii,Q1544966,ZRTGR
2099,1,,Plantae,,1PLAK
2100,2,2099,Magnoliophyta,Q14562931,1MAGP
2101,3,2100,Angiospermae,Q14832431,1ANGC
2102,4,2101,Lamiids,,1LAMD
2103,5,2102,Lamiales,Q21742,1LAMO
2104,6,2103,Bignoniaceae,Q213453,1BIGF
2105,3,72,Pinopsida,Q1329304,1PINC
2106,4,2105,Pinales,Q1000370,1CONO
2107,4,2101,Malvids,,1MAVD
2108,5,2107,Sapindales,Q26316,1SAPO
2109,6,2108,Sapindaceae,Q27147,1SAPF
2110,7,2109,Hippocastanoideae,Q163489,1HIPS
2111,4,2101,Basal monocotyledons,,1MOND
2112,5,2111,Asparagales,Q26229,1ASGO
2113,6,2112,Amaryllidaceae,Q155848,1AMYF
2114,7,2113,Allioideae,Q49392,1ALLS
2115,4,2101,Basal core eudicots,,1CEUD
2116,5,2115,Caryophyllales,Q21808,1CAFO
2117,4,2101,Commelinids,,1COMD
2118,5,2117,Poales,Q28502,1POAO
2119,6,2118,Bromeliaceae,Q156529,1BROF
2120,4,2101,Basal eudicots,,1BEUD
2121,5,2120,Ranunculales,Q21021,1RANO
2122,6,2121,Ranunculaceae,Q145869,1RANF
2123,7,2122,Ranunculoideae,Q6272069,1RANS
2124,5,2111,Alismatales,Q27341,1ALIO
2125,6,2124,Araceae,Q48227,1ARMF
2126,7,2125,Pothoideae,Q867724,1POTS
2127,6,2121,Berberidaceae,Q155949,1BEBF
2128,5,2107,Brassicales,Q21904,1CAPO
2129,4,2105,Cupressales,Q5794838,1CUPO
2130,4,2101,Campanulids,,1CMPD
2131,5,2130,Asterales,Q21730,1ASTO
2132,7,20,Asteroideae,Q21004,1ASTS
2133,6,2108,Rutaceae,Q146030,1RUTF
2134,7,2133,Aurantioideae,Q663700,1AURS
2135,6,2131,Campanulaceae,Q155802,1CAMF
2136,7,2135,Campanuloideae,Q5690336,1CMPS
2137,4,2101,Fabids,,1FABD
2138,5,2137,Rosales,Q21895,1ROSO
2139,6,2138,Rosaceae,Q46299,1ROSF
2140,7,2139,Spiraeoideae,Q149020,1SPVS
2141,5,2102,Gentianales,Q21754,1GENO
2142,6,2141,Rubiaceae,Q156569,1RUBF
2143,5,2102,Solanales,Q21723,1SOLO
2144,6,2143,Solanaceae,Q134172,1SOLF
2145,5,2137,Fabales,Q21878,1FABO
2146,7,57,Faboideae,Q316856,1FABS
2147,5,2137,Fagales,Q21881,1FAGO
2148,6,2147,Fagaceae,Q145977,1FAGF
2149,6,2112,Orchidaceae,Q25308,1ORCF
2150,7,2149,Epidendroideae,Q131470,1EPDS
2151,6,2141,Apocynaceae,Q173756,1APOF
2152,7,2151,Rauvolfioideae,Q1359439,1RAUS
2153,5,2137,Cucurbitales,Q21875,1CUCO
2154,6,2112,Iridaceae,Q155941,1IRIF
2155,7,2154,Crocoideae,Q5187415,1CVOS
2156,6,2147,Corylaceae,Q2008610,1CRLF
2157,6,2116,Caryophyllaceae,Q25995,1CAFF
2158,5,2111,Dioscoreales,Q747698,1DIOO
2159,6,2158,Dioscoreaceae,Q161220,1DIOF
2160,4,2101,Basal asterids,,1ASTD
2161,5,2160,Ericales,Q21737,1ERIO
2162,5,2107,Myrtales,Q21866,1MYTO
2163,6,2162,Myrtaceae,Q156563,1MYTF
2164,7,2163,Myrtoideae,Q4296312,1MYTS
2165,7,49,Poöideae,,1POOS
2166,6,2103,Lamiaceae,,1LAMF
2167,7,2166,Lamioideae,Q148845,1LAMS
2168,5,2107,Geraniales,Q14272,1GERO
2169,6,2168,Geraniaceae,Q155945,1GERF
2170,5,2107,Malvales,Q21908,1MAVO
2171,6,2170,Malvaceae,Q156551,1MAVF
2172,7,2171,Malvoideae,Q136377,1MLVS
2173,5,2117,Zingiberales,Q203779,1ZINO
2174,6,2173,Heliconiaceae,,1HEBF
2175,6,2112,Asparagaceae,Q157167,1ASGF
2176,7,2175,Scilloideae,,1SLLS
2177,5,2160,Cornales,Q21769,1CORO
2178,6,2177,Hydrangeaceae,Q156609,1HYGF
2179,6,2161,Balsaminaceae,Q464561,1BAMF
2180,5,2115,Saxifragales,Q21855,1SAXO
2181,6,2180,Crassulaceae,Q155938,1CRAF
2182,7,57,Caesalpinioideae,Q157156,1CAES
2183,7,2166,Nepetoideae,Q138199,1NEPS
2184,6,2103,Phrymaceae,Q1061384,1PHRF
2185,6,2173,Musaceae,Q156525,1MUSF
2186,6,2116,Cactaceae,Q14560,1CACF
2187,7,2125,Aroideae,Q133666,1ARMS
2188,6,2161,Primulaceae,Q157115,1PRIF
2189,7,2188,Primuloideae,Q2794899,1PRIS
2190,1,,Animalia,,1ANIMK
2191,2,2190,Chordata,Q10915,1CHORP
2192,3,2191,Vertebrata,,1VERTQ
2193,4,2192,Aves,,1AVESC
2194,5,2193,Passeriformes,Q25341,1PASSO
2195,6,2194,Prunellidae,,1PRNLF
2196,6,2180,Grossulariaceae,Q41387,1GROF
2197,7,2139,Rosoideae,Q134655,1ROSS
2198,5,2137,Malpighiales,Q21887,1MALO
2199,6,2198,Salicaceae,Q158487,1SALF
2200,5,2130,Apiales,Q21138,1APIO
2201,6,2200,Apiaceae,Q145794,1UMBF
2202,6,2170,Dipterocarpaceae,Q580593,1DITF
2203,7,2202,Dipterocarpoideae,Q5807820,1DITS
2204,7,49,Panicoideae,Q1071663,1PANS
2205,6,2103,Gesneriaceae,Q156686,1GESF
2206,7,2205,Didymocarpoideae,Q21234240,1DIDS
2207,7,2171,Tilioideae,Q159224,1TILS
2208,6,2138,Ulmaceae,Q156311,1ULMF
2209,4,2101,Basal  rosids,,1ROSD
2210,5,2209,Vitales,,1VITO
2211,6,2210,Vitaceae,Q26220,1VITF
2212,7,2211,Vitoideae,Q17302499,1VITS
2213,1,,Commodity groups,,2COMK
2214,8,2123,Aconitum,Q155904,1AAOG
2215,5,2130,Dipsacales,Q21774,1DIPO
2216,6,2215,Caprifoliaceae,Q156301,1CPFF
2217,7,2216,Linnaeoideae,Q18674561,1LNAS
2218,8,2217,Abelia,Q158261,1ABEG
2219,8,2172,Abelmoschus,Q866047,1ABMG
2220,8,2140,Aronia,Q158983,1ABOG
2221,8,2172,Abutilon,Q132638,1ABUG
2222,8,2182,Acacia,Q81666,1ACAG
2223,8,2182,Vachellia,Q956173,1VCHG
2224,8,2182,Senegalia,Q3775608,1SZGG
2225,6,2198,Euphorbiaceae,Q156584,1EUPF
2226,7,2225,Acalyphoideae,Q4671713,1ACCS
2227,8,2226,Acalypha,Q161225,1ACCG
2228,8,2132,Achillea,Q146617,1ACHG
2229,6,2200,Araliaceae,Q193335,1ARLF
2230,7,2229,Eleutherococcus,Q133016,1ELKG
2231,8,2146,Adenocarpus,Q1261793,1ADCG
2232,8,2165,Aegilops,Q1764888,1AEGG
2233,7,2119,Aechmea,Q131754,1AEMG
2234,7,2109,Sapindoideae,Q2224042,1SAPS
2235,8,2234,Alectryon,Q2832406,1AEYG
2236,7,2201,Anethum,Q2542121,1AFEG
2237,8,2132,Ageratum,Q132653,1AGEG
2238,8,2197,Agrimonia,Q264427,1AGIG
2239,6,2143,Convolvulaceae,Q145777,1COVF
2240,7,2239,Argyreia,Q21707,1AGJG
2241,8,2187,Aglaonema,Q740819,1AGLG
2242,7,2157,Agrostemma,Q148897,1AGOG
2243,8,2165,Elymus,Q1072892,1ELYG
2244,8,2165,Agrostis,Q161137,1AGSG
2245,4,2105,Araucariales,Q9158844,1ARUO
2246,5,2245,Araucariaceae,Q217697,1ARUF
2247,6,2246,Agathis,,1AGTG
2248,6,2108,Simaroubaceae,Q156679,1SIMF
2249,7,2248,Ailanthus,Q160580,1AILG
2250,8,2172,Alcea,Q1148371,1AKAG
2251,8,2146,Acmispon,Q4674419,1AKMG
2252,8,2182,Albizia,,1ALBG
2253,7,2225,Crotonoideae,Q3244237,1CVNS
2254,8,2253,Vernicia,Q2699247,1VNIG
2255,8,2165,Alopecurus,Q158104,1ALOG
2256,6,2116,Nyctaginaceae,Q156227,1NYCF
2257,7,2256,Allionia,Q950253,1ALQG
2258,7,5,Amaranthoideae,Q141521,1AMAS
2259,8,2258,Alternanthera,Q2840398,1ALRG
2260,6,2147,Betulaceae,Q156064,1BETF
2261,7,2260,Alnus,Q25239,1ALUG
2262,8,2258,Amaranthus,Q156344,1AMAG
2263,8,2132,Ambrosia,Q844270,1AMBG
2264,8,2212,Ampelopsis,Q158192,1AMCG
2265,8,2140,Amelanchier,Q156957,1AMEG
2266,2,2190,Arthropoda,Q1360,1ARTHP
2267,3,2266,Hexapoda,Q105146,1HEXAQ
2268,4,2267,Insecta,Q1390,1INSEC
2269,5,2268,Lepidoptera,Q28319,1LEPIO
2270,6,2269,Sphingidae,Q157683,1SPHIF
2271,7,2270,Amorpha,,1AMORG
2272,6,2108,Anacardiaceae,Q156589,1ANAF
2273,7,2272,Anacardioideae,Q4750637,1ANAS
2274,8,2273,Anacardium,Q161175,1ANAG
2275,7,2201,Angelica,Q219666,1ANKG
2276,8,2132,Anthemis,Q847930,1ANTG
2277,8,2132,Chamaemelum,Q1427205,1KMMG
2278,8,2132,Cota,,1KTAG
2279,4,2101,Magnoliids,,1MAGD
2280,5,2279,Magnoliales,Q27187,1MAGO
2281,6,2280,Annonaceae,Q220025,1ANNF
2282,7,2281,Annonoideae,Q19912576,1ANNS
2283,8,2282,Annona,,1ANUG
2284,8,2234,Allophylus,Q135680,1AOLG
2285,7,2151,Apocynoideae,Q143102,1APCS
2286,8,2285,Apocynum,Q133242,1APCG
2287,8,2146,Apios,Q2537603,1APOG
2288,7,2201,Apium,Q2284228,1APUG
2289,7,2122,Thalictroideae,Q3985474,1THCS
2290,8,2289,Aquilegia,Q147641,1AQIG
2291,7,23,Arabis,Q157396,1ARCG
2292,7,39,Arbutus,Q430057,1ARDG
2293,8,2132,Arctium,Q27257,1ARFG
2294,6,2121,Papaveraceae,Q144723,1PPAF
2295,7,2294,Papaveroideae,Q596716,1PPAS
2296,8,2295,Argemone,Q1783190,1ARGG
2297,8,2146,Arachis,,1ARHG
2298,7,2157,Arenaria,,1ARIG
2299,7,2229,Aralia,,1ARLG
2300,8,2165,Arrhenatherum,Q157689,1ARRG
2301,8,2132,Artemisia,Q156421,1ARTG
2302,6,2246,Araucaria,Q157214,1ARUG
2303,7,23,Armoracia,Q162888,1ARWG
2304,7,39,Arctostaphylos,Q280566,1ARYG
2305,8,2146,Astragalus,Q157184,1ASAG
2306,7,2151,Asclepiadoideae,,1ASCS
2307,8,2306,Asclepias,Q162153,1ASCG
2308,8,2282,Asimina,Q288443,1ASIG
2309,7,2175,Asparagoideae,Q165033,1ASGS
2310,8,2309,Asparagus,Q2853420,1ASPG
2311,8,2132,Arctotis,Q2290011,1ATBG
2312,7,2144,Atropanthe,Q15281343,1ATFG
2313,7,74,Antirrhinum,Q157646,1ATHG
2314,6,2161,Actinidiaceae,Q156666,1ACTF
2315,7,2314,Actinidia,Q164898,1ATIG
2316,2,2099,Pteridophyta,Q178249,1PTEP
2317,3,2316,Pteridopsida,,1PTEC
2318,4,2317,Polypodiales,Q834805,1POPO
2319,5,2318,Aspleniaceae,Q1137402,1ASNF
2320,6,2319,Athyrioideae,,1ATUS
2321,7,2320,Athyrium,Q7237437,1ATUG
2322,8,12,Atriplex,,1ATXG
2323,8,2165,Avena,,1AVEG
2324,8,2204,Axonopus,Q2634101,1AXOG
2325,8,2146,Anthyllis,Q751134,1AYLG
2326,7,2199,Azara,Q144592,1AZAG
2327,8,2132,Argyranthemum,Q133909,1AZGG
2328,8,2132,Baccharis,Q133834,1BACG
2329,8,2146,Baptisia,Q2698539,1BAPG
2330,8,12,Beta,Q3761162,1BEAG
2331,6,2153,Begoniaceae,Q161189,1BEGF
2332,7,2331,Begonia,Q158617,1BEGG
2333,8,2132,Bellis,Q27583,1BELG
2334,7,2260,Betula,Q25243,1BETG
2335,8,2132,Bidens,Q157173,1BIDG
2336,7,2104,Dolichandra,Q8561475,1DLKG
2337,8,2132,Calyptocarpus,Q5024691,1KLXG
2338,8,2167,Ballota,Q158853,1BLLG
2339,7,30,Benincasa,Q3264314,1BNCG
2340,7,2256,Boerhavia,Q311180,1BOEG
2341,7,2142,Spermacoce,Q3314456,1SPCG
2342,8,2204,Brachiaria,Q2699312,1BRAG
2343,8,2204,Urochloa,Q2978108,1UROG
2344,8,2165,Brachypodium,Q157770,1BRCG
2345,7,2144,Brunfelsia,Q133852,1BRFG
2346,8,2132,Brachyglottis,Q4953443,1BRGG
2347,8,2132,Brickellia,Q4965994,1BRLG
2348,6,2138,Moraceae,Q156579,1MORF
2349,7,2348,Broussonetia,Q600114,1BRNG
2350,8,2165,Bromus,Q147621,1BROG
2351,7,2144,Browallia,Q133827,1BRWG
2352,8,2165,Briza,Q158120,1BRZG
2353,6,2103,Scrophulariaceae,Q53473,1SCPF
2354,7,2353,Buddleia,,1BUDG
2355,6,2198,Rhizophoraceae,Q740873,1RHIF
2356,7,2355,Bruguiera,Q2534002,1BUGG
2357,6,2161,Sapotaceae,Q158981,1SATF
2358,7,2357,Sapotoideae,Q7421025,1SATS
2359,8,2358,Sideroxylon,Q1067086,1SDIG
2360,7,2171,Sterculioideae,Q159031,1STES
2361,8,2360,Brachychiton,,1BYHG
2362,7,23,Lepidium,Q146217,1LEPG
2363,8,2182,Caesalpinia,Q608215,1CAEG
2364,7,2239,Calystegia,Q149312,1CAGG
2365,6,2161,Theaceae,Q156574,1THEF
2366,7,2365,Camellia,Q212815,1CAHG
2367,8,2146,Cajanus,Q3239959,1CAJG
2368,7,23,Capsella,,1CAPG
2369,7,23,Cardamine,Q147299,1CARG
2370,8,2182,Chamaecrista,Q2948035,1KHQG
2371,8,2182,Senna,Q311117,1SJNG
2372,8,2182,Cassia,Q162882,1CASG
2373,8,2132,Carthamus,Q161178,1CAUG
2374,6,31,Calocedrus,Q765246,1CCDG
2375,8,2204,Cenchrus,Q430325,1CCHG
2376,8,2182,Parkinsonia,Q1826576,1PAKG
2377,6,2153,Corynocarpaceae,,1COYF
2378,7,2377,Corynocarpus,Q1140027,1CCKG
2379,5,2117,Arecales,Q1096533,1AREO
2380,6,2379,Arecaceae,Q14080,1PALF
2381,7,2380,Arecoideae,Q141975,1ARES
2382,8,2381,Cocos,Q13099531,1CCNG
2383,8,2146,Calicotome,Q1245748,1CCOG
2384,7,57,Cercidoideae,Q42398994,1CERS
2385,8,2384,Cercis,Q29033,1CCSG
2386,8,2253,Codiaeum,Q135027,1CDIG
2387,7,2175,Lomandroideae,Q133636,1LQMS
2388,8,2387,Cordyline,Q1543189,1CDLG
2389,5,2115,Santalales,Q21851,1SANO
2390,6,2389,Santalaceae,Q327639,1SANF
2391,7,2390,Comandra,Q5150546,1CDRG
2392,7,2175,Agavoideae,Q162802,1AGVS
2393,8,2392,Camassia,Q1810294,1CDSG
2394,8,2204,Cortaderia,Q941632,1CDTG
2395,8,2136,Codonopsis,Q1106504,1CDWG
2396,6,2138,Rhamnaceae,Q156083,1RHAF
2397,7,2396,Ceanothus,Q311139,1CEAG
2398,7,2186,Cereus,,1CEEG
2399,5,2137,Celastrales,Q21870,1CELO
2400,6,2399,Celastraceae,Q135336,1CELF
2401,7,2400,Celastrus,Q811662,1CELG
2402,7,2144,Cestrum,Q1364444,1CEMG
2403,8,2132,Plectocephalus,Q149795,1QLFG
2404,8,2132,Centaurea,Q156414,1CENG
2405,8,2182,Ceratonia,Q159376,1CEQG
2406,7,2157,Cerastium,Q157483,1CERG
2407,6,2138,Cannabaceae,Q156338,1CAIF
2408,7,2407,Celtis,Q248582,1CETG
2409,6,71,Cedrus,Q128550,1CEUG
2410,8,2204,Coelorachis,Q3347823,1CGAG
2411,6,2162,Onagraceae,Q156179,1ONAF
2412,7,2411,Chamerion,Q2507911,1CHAG
2413,8,12,Chenopodium,Q158094,1CHEG
2414,8,12,Dysphania,,1DYPG
2415,8,12,Blitum,Q8248805,1BIUG
2416,8,12,Chenopodiastrum,Q13847552,1KNPG
2417,8,12,Lipandra,,1LNRG
2418,7,2144,Chamaesaracha,Q2707896,1CHFG
2419,7,2104,Chilopsis,Q16744460,1CHJG
2420,8,2295,Chelidonium,,1CHQG
2421,8,2204,Chloris,,1CHRG
2422,8,2132,Arctanthemum,Q4787482,1AKKG
2423,8,2132,Tanacetum,Q54016,1TNCG
2424,8,2132,Glebionis,Q1284225,1GBNG
2425,8,2132,Leucanthemum,Q21040,1LCAG
2426,8,2132,Coleostephus,Q965889,1KSTG
2427,8,2132,Nipponanthemum,Q7039696,1NIPG
2428,8,2132,Ajania,Q2369424,1AJNG
2429,8,2132,Leucanthemella,Q3310245,1LHEG
2430,6,2128,Caricaceae,Q156673,1CAAF
2431,7,2430,Carica,Q1752510,1CIAG
2432,8,2212,Cissus,Q2046407,1CIBG
2433,8,2132,Cichorium,Q158514,1CICG
2434,8,2146,Cicer,Q762857,1CIEG
2435,5,2279,Laurales,Q21801,1LAUO
2436,6,2435,Lauraceae,Q26538,1LAUF
2437,7,2436,Cinnamomum,Q27282,1CING
2438,6,2103,Oleaceae,Q155966,1OLEF
2439,7,2438,Chionanthus,Q615000,1CIOG
2440,7,2260,Carpinus,Q158513,1CIPG
2441,8,2132,Cirsium,Q1638558,1CIRG
2442,8,2152,Carissa,,1CISG
2443,7,30,Citrullus,Q132239,1CITG
2444,7,2201,Cicuta,Q2093588,1CIUG
2445,8,2134,x Citrofortunella,,1CJFG
2446,6,2131,Argophyllaceae,Q132235,1AQXF
2447,7,2446,Corokia,Q5172090,1CKIG
2448,6,2116,Montiaceae,Q1200455,1MNAF
2449,7,2448,Claytonia,Q164192,1CLAG
2450,8,2132,Calendula,Q147281,1CLDG
2451,6,2128,Cleomaceae,,1CLEF
2452,7,2451,Cleome,Q2086565,1CLEG
2453,8,2146,Clianthus,Q2975317,1CLGG
2454,8,2167,Callicarpa,Q133831,1CLIG
2455,8,2123,Clematis,Q157634,1CLVG
2456,8,2164,Melaleuca,Q606617,1MLAG
2457,7,2239,Calonyction,,1CLYG
2458,8,2150,Cymbidium,,1CMFG
2459,7,2104,Campsis,Q1148029,1CMIG
2460,8,2146,Cyamopsis,Q2636758,1CMOG
2461,8,2132,Cosmos,Q476937,1CMSG
2462,7,2407,Cannabis,Q79817,1CNIG
2463,6,2173,Cannaceae,,1CANF
2464,7,2463,Canna,Q161182,1CNNG
2465,8,2123,Delphinium,Q160107,1DELG
2466,8,2172,Callirhoe,Q3626558,1COEG
2467,7,2201,Conium,Q6491516,1COIG
2468,5,2117,Commelinales,Q290349,1CMMO
2469,6,2468,Commelinaceae,Q156674,1CMMF
2470,7,2469,Commelinoideae,Q5152291,1CMMS
2471,8,2470,Commelina,Q161075,1COMG
2472,7,2239,Convolvulus,Q147507,1CONG
2473,8,2273,Cotinus,Q157366,1COTG
2474,6,2121,Menispermaceae,Q855116,1MENF
2475,7,2474,Cocculus,Q1152946,1COUG
2476,7,2142,Coprosma,Q2578865,1CPMG
2477,7,2149,Cypripedioideae,Q132226,1CPVS
2478,8,2477,Cypripedium,Q133773,1CPVG
2479,7,2133,Rutoideae,Q4401179,1RUTS
2480,8,2479,Coleonema,Q5143069,1CQMG
2481,5,2102,Boraginales,Q2538910,1BORO
2482,6,2481,Boraginaceae,Q26568,1BORF
2483,7,2482,Cordia,,1CRHG
2484,8,2132,Coreopsis,Q1362995,1CRLG
2485,6,2177,Cornaceae,Q161403,1CORF
2486,7,2485,Cornus,,1CRWG
2487,6,2118,Cyperaceae,Q155843,1CYPF
2488,7,2487,Cyperoideae,Q4448224,1CYPS
2489,8,2488,Carex,,1CRXG
2490,6,2103,Orobanchaceae,Q156192,1ORAF
2491,7,2490,Castilleja,Q311122,1CSLG
2492,7,2148,Chrysolepis,Q137054,1KRYG
2493,8,2132,Callistephus,Q12358274,1CSPG
2494,6,2170,Cistaceae,Q156282,1CISF
2495,7,2494,Cistus,Q206127,1CSTG
2496,6,2147,Casuarinaceae,Q474620,1CASF
2497,7,2496,Casuarina,Q756005,1CSUG
2498,7,2104,Catalpa,Q158072,1CTLG
2499,7,30,Cucumis,Q148758,1CUMG
2500,7,39,Calluna,Q6983007,1CUNG
2501,7,30,Cucurbita,Q5339301,1CUUG
2502,6,31,Hesperocyparis,Q16983101,1HSIG
2503,8,2253,Croton,Q519802,1CVNG
2504,8,2146,Crotalaria,,1CVTG
2505,8,2146,Clitoria,Q2472930,1CXCG
2506,6,2161,Clethraceae,Q157454,1CXEF
2507,7,2506,Clethra,Q159328,1CXEG
2508,8,2253,Cnidoscolus,Q2711979,1CXFG
2509,7,2104,x Chitalpa,,1CXKG
2510,8,2187,Colocasia,,1CXSG
2511,8,2183,Coleus,Q17114803,1CXUG
2512,6,2147,Juglandaceae,Q216944,1JUGF
2513,7,2512,Carya,Q142788,1CYAG
2514,8,2140,Cydonia,,1CYDG
2515,8,2204,Cymbopogon,Q5727732,1CYGG
2516,8,2204,Cynodon,,1CYNG
2517,8,2488,Cyperus,Q161224,1CYPG
2518,8,2132,Cynara,Q19070,1CYUG
2519,7,2482,Cynoglossum,Q751937,1CYWG
2520,7,2188,Myrsinoideae,Q4296284,1MYNS
2521,8,2520,Cyclamen,Q147295,1CYZG
2522,8,2146,Coronilla,Q158849,1CZRG
2523,8,2146,Cytisus,Q157226,1CZSG
2524,8,2146,Chamaecytisus,Q964986,1CCJG
2525,8,2165,Dactylis,Q1047931,1DACG
2526,5,2245,Podocarpaceae,Q157160,1POCF
2527,6,2526,Dacrydium,,1DADG
2528,7,2144,Brugmansia,Q757262,1BGMG
2529,7,2144,Datura,Q192497,1DATG
2530,7,2201,Daucus,Q27949,1DAUG
2531,7,2294,Fumarioideae,Q5692050,1FUMS
2532,8,2531,Lamprocapnos,Q10316172,1LMCG
2533,8,2531,Dicentra,Q157857,1DCTG
2534,8,2146,Desmodium,Q258623,1DEDG
2535,7,23,Descurainia,Q162770,1DESG
2536,8,2187,Dieffenbachia,Q738915,1DIFG
2537,8,2204,Digitaria,,1DIGG
2538,7,2239,Dichondra,Q140232,1DIOG
2539,7,2216,Diervilloideae,Q18674572,1DIVS
2540,8,2539,Diervilla,Q2697991,1DIVG
2541,7,2216,Dipsacoideae,Q16557170,1DIWS
2542,8,2541,Dipsacus,Q161946,1DIWG
2543,8,2204,Dichanthelium,Q3756576,1DKTG
2544,8,2146,Dalea,Q2716243,1DLEG
2545,8,2234,Dimocarpus,Q1916925,1DMCG
2546,7,2109,Dodonaeoideae,Q4164147,1DODS
2547,8,2546,Dodonaea,Q2719945,1DODG
2548,8,2146,Lablab,Q16625423,1LBBG
2549,6,2161,Ebenaceae,Q156669,1EBEF
2550,7,2549,Diospyros,Q165258,1DOSG
2551,7,30,Diplocyclos,Q5245763,1DPYG
2552,7,2175,Nolinoideae,Q161408,1NOLS
2553,8,2552,Dracaena,,1DRNG
2554,7,2144,Duboisia,Q310905,1DUBG
2555,6,2103,Verbenaceae,Q156960,1VERF
2556,7,2555,Duranta,Q2086154,1DUTG
2557,8,2204,Echinochloa,Q163965,1ECHG
2558,8,2146,Echinospartum,Q3310596,1ECSG
2559,7,2482,Echium,Q157711,1EHIG
2560,7,2186,Echinocactus,Q133014,1EHNG
2561,7,49,Ehrhartoideae,Q764916,1EHRS
2562,8,2561,Ehrharta,Q2477635,1EHRG
2563,7,39,Erica,Q206998,1EIAG
2564,8,2140,Eriobotrya,Q1550170,1EIOG
2565,8,2204,Eleusine,Q2301041,1ELEG
2566,6,2138,Elaeagnaceae,Q156326,1ELAF
2567,7,2566,Elaeagnus,Q161042,1ELGG
2568,7,2353,Eremophila,,1EMHG
2569,8,2132,Emilia,Q5371629,1EMIG
2570,8,2132,Encelia,Q2708471,1ENCG
2571,2,2099,Gnetophyta,Q309147,1GNEP
2572,3,2571,Gnetopsida,Q1011212,1GNEC
2573,4,2572,Gnetales,,1GNEO
2574,5,2573,Ephedraceae,Q10376735,1EPHF
2575,6,2574,Ephedra,Q838000,1EPEG
2576,7,2225,Euphorbioideae,Q45119,1EUPS
2577,8,2576,Euphorbia,,1EPHG
2578,7,2127,Epimedium,Q157746,1EPMG
2579,8,2204,Eriochloa,Q2107630,1ERBG
2580,8,2132,Erechtites,Q3232518,1EREG
2581,6,2116,Polygonaceae,Q156117,1POLF
2582,7,2581,Eriogonoideae,Q990762,1ERGS
2583,8,2582,Eriogonum,Q2707277,1ERGG
2584,8,2132,Erigeron,Q745253,1ERIG
2585,7,2169,Erodium,Q162920,1EROG
2586,8,2132,Eriocephalus,Q5389297,1ERQG
2587,7,2201,Eryngium,Q729143,1ERXG
2588,8,2146,Erythrina,Q1340386,1ERZG
2589,5,2130,Escalloniales,Q2274399,1ESCO
2590,6,2589,Escalloniaceae,Q848332,1ESCF
2591,7,2590,Escallonia,Q311780,1ESAG
2592,6,2173,Zingiberaceae,Q37021,1ZINF
2593,7,2592,Alpinioideae,Q5670571,1AIIS
2594,8,2593,Elettaria,Q312218,1ETAG
2595,7,23,Eutrema,Q9299324,1ETMG
2596,8,2164,Corymbia,Q1439250,1KMBG
2597,8,2204,Zea,,1ZEAG
2598,7,2400,Euonymus,Q161113,1EUOG
2599,8,2132,Eupatorium,Q1123970,1EUPG
2600,8,2132,Ageratina,Q2704494,1AAKG
