,level,parent,name,q,eppo
1028,8,2714,Krameria lanceolata,Q15595718,KRALA
1029,9,2715,Krigia sp.,,KRISS
1030,9,2716,Kuhnia sp.,,KUHSS
1031,9,2717,Laburnum alpinum,Q3497019,LABAL
1032,9,2717,Laburnum anagyroides,Q147939,LABAN
1033,9,2718,Lactuca sativa,Q83193,LACSA
1034,9,2718,Lactuca serriola,Q533481,LACSE
1035,9,2718,Lactuca sativa var. longifolia,Q1762893,LACSO
1036,8,2720,Lagerstroemia indica,Q1148692,LAEIN
1037,8,2720,Lagerstroemia sp.,,LAESS
1038,8,2721,Lantana horrida,Q15430914,LANHO
1039,9,2722,Lavandula angustifolia,Q42081,LAVAN
1040,9,2722,Lavandula x chaytorae,,LAVCY
1041,9,2722,Lavandula dentata,Q1450735,LAVDE
1042,9,2722,Lavandula x heterophylla,,LAVHE
1043,9,2722,Lavandula x intermedia,,LAVIN
1044,9,2722,Lavandula latifolia,Q905916,LAVLA
1045,9,2722,Lavandula sp.,,LAVSS
1046,9,2722,Lavandula stoechas,Q1342976,LAVST
1047,7,55,Larix decidua,,LAXDE
1048,7,55,Larix laricina,Q734085,LAXLA
1049,7,55,Larix kaempferi,Q147439,LAXLE
1050,7,55,Larix lyallii,Q1404234,LAXLY
1051,7,55,Larix occidentalis,Q576585,LAXOC
1052,7,55,Larix gmelinii var. principis-ruprechtii,,LAXPR
1053,7,55,Larix sp.,,LAXSS
1054,9,2723,Libertia peregrinans,Q4042855,LBEPR
1055,9,2419,Leucanthemum lacustre,Q19848891,LCALA
1056,8,2724,Leucophyllum frutescens,Q2355636,LCPFR
1057,8,2725,Licaria triandra,Q15612638,LCRTR
1058,9,2726,Leonurus sibiricus,Q1788423,LECSI
1059,9,2727,Leptospermum scoparium,Q1520028,LEKSC
1060,9,2728,Vicia lens,Q111391147,LENCU
1061,8,2356,Lepidium auriculatum,Q15431091,LEPAU
1062,8,2356,Lepidium campestre,Q149447,LEPCA
1063,8,2356,Lepidium densiflorum,Q149643,LEPDE
1064,8,2356,Lepidium ruderale,Q149726,LEPRU
1065,8,2356,Lepidium sativum,Q27033,LEPSA
1066,8,2356,Lepidium virginicum,Q149265,LEPVI
1067,9,2729,Lespedeza sp.,,LESSS
1068,8,2730,Lesquerella sp.,,LEUSS
1069,8,2731,Lagenaria siceraria,Q1277255,LGNSI
1070,9,2732,Retama monosperma,Q966251,LGOMO
1071,8,2733,Notholithocarpus densiflorus,Q17271024,LIADF
1072,8,2734,Lithocarpus edulis,Q150341,LIAED
1073,8,2735,Lindera benzoin,Q3024124,LIEBE
1074,8,2735,Lindera latifolia,Q10925767,LIELA
1075,8,2735,Lindera melissifolia,Q6552425,LIEML
1076,8,2735,Lindera sp.,,LIESS
1077,8,2735,Lindera aggregata,Q3205609,LIEST
1078,8,2736,Ligustrum lucidum,Q732933,LIGLU
1079,8,2736,Ligustrum sinense,Q1074201,LIGSI
1080,8,2736,Ligustrum sp.,,LIGSS
1081,8,2736,Ligustrum vulgare,Q1848856,LIGVU
1082,8,2738,Limonium platyphyllum,Q17242313,LIILA
1083,8,2738,Limonium sp.,,LIISS
1084,8,2741,Lilium davidii hybrids,,LILDH
1085,8,2741,Lilium x hollandicum,,LILHO
1086,8,2741,Lilium hybrids,,LILHY
1087,8,2742,Linaria vulgaris,Q157078,LINVU
1088,8,2743,Lippia sp.,,LIPSS
1089,8,2745,Liquidambar styraciflua,Q469652,LIQST
1090,8,2747,Liriodendron tulipifera,Q158783,LIRTU
1091,8,2748,Litsea aestivalis,Q15608216,LISAE
1092,8,2748,Litsea elongata,Q11177022,LISEL
1093,8,2749,Buglossoides arvensis,Q341668,LITAR
1094,8,2751,Linum bienne,Q232898,LIUBI
1095,8,2751,Linum lewisii,Q3113824,LIULE
1096,8,2751,Linum marginale,Q6554954,LIUMA
1097,8,2751,Linum rigidum,Q17548497,LIURI
1098,8,2751,Linum sulcatum,Q17548495,LIUSC
1099,8,2751,Linum usitatissimum,Q45108,LIUUT
1100,9,2754,Lampranthus sp.,,LMPSS
1101,9,2756,Lobelia inflata,Q1661351,LOBIN
1102,9,2756,Lobelia siphilitica,Q2720384,LOBSI
1103,9,57,Lolium multiflorum,Q157883,LOLMU
1104,9,57,Lolium perenne,Q161722,LOLPE
1105,9,57,Lolium sp.,,LOLSS
1106,9,2758,Lonicera caerulea,Q157699,LONCO
1107,9,2758,Lonicera implexa,Q1537828,LONIM
1108,9,2758,Lonicera japonica,Q161083,LONJA
1109,9,2758,Lonicera morrowii,Q2701825,LONMO
1110,9,2758,Lonicera ligustrina var. yunnanensis,Q25117621,LONNT
1111,9,2758,Lonicera periclymenum,Q161584,LONPE
1112,9,2758,Lonicera sempervirens,Q161352,LONSE
1113,9,2758,Lonicera sp.,,LONSS
1114,9,2758,Lonicera tatarica,Q158546,LONTA
1115,8,2759,Lappula squarrosa,Q160254,LPLSQ
1116,8,2760,Lamourouxia dependens,Q15336870,LRXDE
1117,8,2760,Lamourouxia rhinanthifolia,Q15336402,LRXRH
1118,9,2761,Lathyrus ochrus,Q12205673,LTHOC
1119,9,2761,Lathyrus odoratus,Q163944,LTHOD
1120,9,2762,Liatris pycnostachya,Q12061156,LTSPY
1121,9,2762,Liatris spicata,Q1797975,LTSSP
1122,9,2763,Leucaena sp.,,LUASS
1123,8,2764,Ludwigia grandiflora,Q3266274,LUDUR
1124,8,2765,Luffa acutangula,Q1948703,LUFAC
1125,8,2765,Luffa aegyptiaca,Q2308434,LUFAE
1126,9,2766,Lupinus arboreus,Q4117740,LUPAB
1127,9,2766,Lupinus aridorum,Q6704748,LUPAD
1128,9,2766,Lupinus luteus,Q159751,LUPLU
1129,9,2766,Lupinus perennis,Q2365593,LUPPE
1130,9,2766,Lupinus polyphyllus,Q159737,LUPPO
1131,9,2766,Lupinus subcarnosus,Q12841445,LUPSU
1132,9,2766,Lupinus villosus,Q12841446,LUPVI
1133,8,2767,Laurus nobilis,Q26006,LURNO
1134,8,2767,Laurus sp.,,LURSS
1135,9,2768,Malva multiflora,Q21326051,LVACR
1136,8,2769,Lyonia ovalifolia,Q3336992,LYDOV
1137,8,2770,Lychnis chalcedonica,,LYHCH
1138,8,2771,Viscaria vulgaris,Q158946,LYHVI
1139,8,2772,Lycianthes radiata,Q15530543,LYIRA
1140,8,86,Solanum lycopersicum,Q23501,LYPES
1141,9,2773,Lysimachia ciliata,Q2706407,LYSCI
1142,9,2773,Lysimachia nummularia,Q147305,LYSNU
1143,9,2773,Lysimachia sp.,,LYSSS
1144,8,2774,Lycium berlandieri,Q1878516,LYUBE
1145,8,2774,Lycium carolineanum,,LYUCA
1146,8,2774,Lycium ferocissimum,Q151022,LYUFE
1147,8,2774,Lycium barbarum,Q196332,LYUHA
1148,8,2774,Lycium sp.,,LYUSS
1149,9,58,Malus x adstringens,,MABAD
1150,9,58,Malus angustifolia,Q4535958,MABAN
1151,9,58,Malus x atrosanguinea,Q21370191,MABAT
1152,9,58,Malus baccata,Q1743596,MABBA
1153,9,58,Malus coronaria,Q1936759,MABCO
1154,9,58,Malus floribunda,,MABFB
1155,9,58,Malus fusca,Q2564409,MABFU
1156,9,58,Malus glaucescens,Q12841659,MABGL
1157,9,58,Malus halliana,Q1571895,MABHA
1158,9,58,Malus hupehensis,Q1712421,MABHU
1159,9,58,Malus ioensis,Q3332919,MABIO
1160,9,58,Malus kansuensis,Q1937366,MABKA
1161,9,58,Malus x magdeburgensis,,MABMA
1162,9,58,Malus x micromalus,,MABMI
1163,9,58,Malus x moerlandsii,,MABMO
1164,9,58,Malus prunifolia,Q738571,MABPF
1165,9,58,Malus x platycarpa,,MABPL
1166,9,58,Malus x purpurea,,MABPU
1167,9,58,Malus x robusta,,MABRO
1168,9,58,Malus sargentii,Q4992558,MABSA
1169,9,58,Malus domestica,Q18674606,MABSD
1170,9,58,Malus x scheideckeri,,MABSH
1171,9,58,Malus sieversii,Q728769,MABSI
1172,9,58,Malus x soulardii,,MABSO
1173,9,58,Malus spectabilis,Q1074153,MABSP
1174,9,58,Malus sylvestris,Q47161,MABSY
1175,9,58,Malus toringoides,Q1023519,MABTG
1176,9,58,Malus toringo,Q52626848,MABTO
1177,9,58,Malus x zumi,,MABZU
1178,8,2775,Maclura pomifera,Q1066106,MACPO
1179,8,2776,Magnolia grandiflora,Q161116,MAGGR
1180,8,2776,Magnolia x soulangeana,Q731443,MAGSO
1181,9,2777,Malvaviscus arboreus var. drummondii,Q10958975,MAIAD
1182,9,2778,Origanum majorana,Q22694,MAJHO
1183,8,2779,Mammillaria sp.,,MAKSS
1184,9,2768,Malva parviflora,Q4115447,MALPA
1185,9,2768,Malva sylvestris,,MALSI
1186,9,2768,Malva sp.,,MALSS
1187,9,2780,Manihot esculenta,Q83124,MANES
1188,9,2781,Marrubium vulgare,Q157631,MAQVU
1189,9,2782,Matricaria chamomilla,Q28437,MATCH
1190,9,2783,Tripleurospermum inodorum,Q19848986,MATIN
1191,9,2784,Malvastrum sp.,,MAVSS
1192,8,2785,Machilus nanmu,Q15608230,MCHNA
1193,8,2785,Machilus zuihoensis,Q15246890,MCHZU
1194,9,2786,Maackia amurensis,Q1353893,MCKAM
1195,8,2787,Melampyrum lineare,Q6811161,MEALI
1196,9,2788,Medicago arabica,Q159140,MEDAB
1197,9,2788,Medicago arborea,Q1668432,MEDAR
1198,9,2788,Medicago lupulina,Q157923,MEDLU
1199,9,2788,Medicago polymorpha,Q164772,MEDPO
1200,9,2788,Medicago sativa,Q156106,MEDSA
1201,9,2788,Medicago truncatula,Q136894,MEDTR
1202,8,2790,Melia azedarach,Q162171,MEIAZ
1203,8,2791,Silene latifolia subsp. alba,Q24877356,MELAL
1204,9,59,Mentha x piperita,Q156037,MENPI
1205,9,59,Mentha suaveolens,Q158892,MENSU
1206,9,2792,Melilotus albus var. annuus,,MEUAA
1207,9,2792,Melilotus albus,Q158596,MEUAL
1208,9,2792,Melilotus indicus,Q159138,MEUIN
1209,9,2792,Melilotus officinalis,Q161160,MEUOF
1210,9,2792,Melilotus sp.,,MEUSS
1211,8,2793,Mirabilis jalapa,Q13710,MIBJA
1212,8,2793,Mirabilis nyctaginea,Q6872327,MIBNY
1213,9,2794,Mimosa sp.,,MIMSS
1214,9,2795,Mallotus paniculatus,Q15247339,MLLPA
1215,9,2796,Melicope ternata,Q6812328,MLQTE
1216,9,2797,Melissa officinalis,Q148396,MLSOF
1217,8,2799,Melicytus ramiflorus,Q311756,MLYRA
1218,9,2800,Micromeria douglasii,Q10752340,MMJCH
1219,9,2801,Mangifera indica,Q3919027,MNGIN
1220,8,2802,Menziesia pilosa,Q15386778,MNIPI
1221,9,2803,Manilkara zapota,Q14959,MNKZA
1222,8,2804,Montia linearis,Q16985949,MNTLI
1223,8,2806,Mentzelia laevicaulis,Q1529926,MNZLA
1224,9,2807,Modiola caroliniana,Q3773995,MODCA
1225,8,2809,Mollugo verticillata,Q6896488,MOLVE
1226,8,2810,Morus alba,Q157307,MORAL
1227,8,2810,Morus rubra,Q1520764,MORRU
1228,8,2810,Morus sp.,,MORSS
1229,8,2811,Distimake macrocalyx,Q43374184,MRRMA
1230,8,2812,Meryta sinclairii,Q5459044,MRYSI
1231,8,2813,Mespilus germanica,Q146186,MSPGE
1232,9,2814,Metrosideros excelsa,Q311747,MTDEX
1233,9,2814,Metrosideros kermadecensis,Q4291999,MTDKE
1234,9,2814,Metrosideros sp.,,MTDSS
1235,8,2815,Matthiola incana,Q30063,MTLIN
1236,8,2815,Matthiola sp.,,MTLSS
1237,8,62,Musa acuminata,Q132970,MUBAC
1238,8,62,Musa x paradisiaca,,MUBPA
1239,9,2816,Mucuna deeringiana,,MUCDE
1240,8,2817,Myoporum insulare,Q6948020,MYMIN
1241,8,2817,Myoporum laetum,Q153042,MYMLA
1242,8,2817,Myoporum sp.,,MYMSS
1243,8,2819,Myrica cerifera,,MYRCE
1244,9,2820,Myrtus communis,,MYVCO
1245,9,2821,Ugni molinae,Q1072849,MYVUG
1246,8,2822,Nandina domestica,Q1153858,NANDO
1247,9,2823,Narcissus sp.,,NARSS
1248,9,2824,Nerium oleander,Q155833,NEROL
1249,8,2825,Neviusia alabamensis,Q4315805,NEVAL
1250,8,2826,Nicandra physalodes,Q1509784,NICPH
1251,8,2826,Nicandra sp.,,NICSS
1252,8,2827,Nierembergia frutescens,Q17400389,NIEFR
1253,8,2827,Nierembergia sp.,,NIESS
1254,8,2828,Nicotiana acuminata,Q1987290,NIOAC
1255,8,2828,Nicotiana benthamiana,Q3024956,NIOBE
1256,8,2828,Nicotiana quadrivalvis,Q7030548,NIOBI
1257,8,2828,Nicotiana clevelandii,Q7030541,NIOCL
1258,8,2828,Nicotiana glauca,Q882908,NIOGL
1259,8,2828,Nicotiana occidentalis,Q7030543,NIOOC
1260,8,2828,Nicotiana tabacum,Q181095,NIOTA
1261,9,2829,Neptunia lutea,Q13934583,NPTLU
1262,8,2830,Nestegis sp.,,NTGSS
1263,8,2831,Nyssa sp.,,NYSSS
1264,8,2832,Ocotea heribertoi,Q15609060,OCOHE
1265,8,2615,Oenothera laciniata,Q5956341,OEOLA
1266,9,2833,Olearia traversii,Q5435203,OLRTR
1267,8,2834,Olea europaea subsp. sylvestris,,OLVES
1268,8,2834,Olea europaea,Q37083,OLVEU
1269,8,2834,Olea sp.,,OLVSS
1270,8,2835,Oncoba spinosa,Q3335444,ONKSP
1271,8,2836,Lithospermum occidentale,Q17416631,ONMBE
1272,8,2837,Orthocarpus luteus,Q7104412,ORCLU
1273,9,2838,Oryza australiensis,Q15251837,ORYAU
1274,9,2838,Oryza barthii,Q15296109,ORYBA
1275,9,2838,Oryza longistaminata,Q7105328,ORYLO
1276,9,2838,Oryza sativa,Q161426,ORYSA
1277,9,2839,Dimorphotheca ecklonis,Q15629400,OSPEK
1278,9,2839,Dimorphotheca fruticosa,Q15576893,OSPFR
1279,8,2840,Ostrya virginiana,Q1489573,OSTVI
1280,8,2841,Osmanthus heterophyllus,Q2364246,OSUHE
1281,8,2844,Oxalis latifolia,Q7115068,OXALA
1282,8,2845,Oxydendrum arboreum,Q48677,OXDAR
1283,9,2370,Parkinsonia sp.,,PAKSS
1284,9,2846,Megathyrsus maximus,Q50846435,PANMA
1285,9,2847,Panicum miliaceum,Q165196,PANMI
1286,9,2338,Urochloa mutica,Q7900798,PANPU
1287,8,2849,Paeonia lactiflora,Q163076,PAOLA
1288,9,2850,Papaver nudicaule,Q148824,PAPNU
1289,9,2850,Papaver somniferum,Q131584,PAPSO
1290,8,2852,Passiflora edulis,Q156790,PAQED
1291,8,2852,Passiflora foetida,Q1766333,PAQFO
1292,8,2852,Passiflora sp.,,PAQSS
1293,8,2853,Petroselinum crispum,Q25284,PARCR
1294,9,2854,Paspalum dilatatum,Q3020700,PASDI
1295,9,2854,Paspalum regnellii,Q15506787,PASRE
1296,9,2854,Paspalum urvillei,Q7142304,PASUR
1297,8,2855,Pastinaca sativa,Q188614,PAVSA
1298,8,2857,Paulownia elongata,Q7155341,PAZEL
1299,8,2857,Paulownia tomentosa,Q157393,PAZTO
1300,9,2858,Pachystegia insignis,Q7122223,PBGIN
1301,8,2859,Phoebe lanceolata,Q11076696,PBOLA
1302,8,2859,Phoebe sp.,,PBOSS
1303,9,2860,Pseudocydonia sinensis,Q1334892,PDCSI
1304,8,2861,Pedicularis bracteosa,Q17715523,PEABR
1305,8,2861,Pedicularis groenlandica,Q596828,PEAGD
1306,8,2862,Aguacate,Q37153,PEBAM
1307,8,2862,Persea borbonia,Q4351742,PEBBO
1308,8,2862,Persea humilis,Q15555059,PEBHU
1309,8,2862,Persea indica,Q654852,PEBIN
1310,8,2862,Persea liebmannii,Q644666,PEBLB
1311,8,2862,Persea palustris,Q1245407,PEBPA
1312,8,2785,Machilus thunbergii,Q5792073,PEBTH
1313,8,2863,Penstemon cobaea,Q17739529,PEECO
1314,9,2864,Salvia abrotanoides,Q90595153,PEKAB
1315,8,66,Pelargonium x fragrans,,PELFR
1316,8,66,Pelargonium graveolens,Q164306,PELGV
1317,8,66,Pelargonium sp.,,PELSS
1318,8,66,Pelargonium x hortorum,,PELZO
1319,9,2369,Cenchrus ciliaris,Q2715047,PESCI
1320,9,2369,Cenchrus clandestinus,Q50840658,PESCL
1321,9,2369,Pennisetum glaucum,Q654332,PESGL
1322,9,2369,Cenchrus purpureus,Q41531378,PESPU
1323,8,2865,Petunia axillaris,Q3377722,PEUAX
1324,8,2865,Petunia hybrids,,PEUHY
1325,8,2866,Gaultheria mucronata,Q2699200,PEYMU
1326,8,2867,Petrocoptis grandiflora,Q25649716,PFCGR
1327,9,2868,Pentameris pallida,Q24700577,PFMPA
1328,9,2869,Phagnalon saxatile,Q6074062,PGASA
1329,9,2869,Phagnalon sp.,,PGASS
1330,9,2870,Phalaris angusta,Q7180266,PHAAN
1331,8,2699,Ipomoea purpurea,Q1630964,PHBPU
1332,8,2871,Phacelia sp.,,PHCSS
1333,8,2872,Philadelphus sp.,,PHISS
1334,9,2873,Phormium colensoi,Q7187392,PHMCO
1335,9,2873,Phormium tenax,Q607380,PHMTE
1336,9,2874,Heteromeles arbutifolia,Q21546397,PHNAR
1337,9,2875,Photinia serratifolia,Q5220976,PHNSE
1338,9,2876,Physocarpus sp.,,PHPSS
1339,9,67,Phaseolus acutifolius,Q1639734,PHSAF
1340,9,2877,Vigna angularis,Q380279,PHSAN
1341,9,2877,Vigna radiata,Q484447,PHSAU
1342,9,67,Phaseolus coccineus,Q159753,PHSCO
1343,9,67,Phaseolus lunatus,Q1166136,PHSLU
1344,9,2877,Vigna mungo,Q369447,PHSMU
1345,9,67,Phaseolus pubescens,,PHSPU
1346,9,67,Phaseolus vulgaris,Q42339,PHSVX
1347,8,2879,Phytolacca americana,Q157853,PHTAM
1348,9,2881,Phoenix dactylifera,Q25292,PHXDA
1349,9,2881,Phoenix reclinata,Q161241,PHXRE
1350,9,2881,Phoenix roebelenii,Q164113,PHXRO
1351,9,2881,Phoenix sp.,,PHXSS
1352,8,2882,Physalis alkekengi var. franchetii,Q11077689,PHYAF
1353,8,2882,Physalis heterophylla,Q151021,PHYHE
1354,8,2882,Physalis longifolia,Q310693,PHYLF
1355,8,2882,Physalis peruviana,Q165227,PHYPE
1356,8,2882,Physalis sp.,,PHYSS
1357,8,2882,Physalis virginiana,Q15532772,PHYVR
1358,9,2883,Pistacia chinensis,Q163273,PIACH
1359,9,2883,Pistacia vera,Q36071,PIAVE
1360,9,2884,Pisum sativum subsp. arvense,Q149758,PIBSA
1361,9,2884,Pisum sativum,Q25237,PIBSX
1362,7,2885,Picea abies,Q145992,PIEAB
1363,7,2885,Picea asperata,Q3239660,PIEAS
1364,7,2885,Picea engelmannii,Q165387,PIEEN
1365,7,2885,Picea glauca,Q128116,PIEGA
1366,7,2885,Picea jezoensis,Q1190084,PIEJE
1367,7,2885,Picea mariana,Q218425,PIEMA
1368,7,2885,Picea obovata,Q1137607,PIEOB
1369,7,2885,Picea omorika,Q147824,PIEOM
1370,7,2885,Picea rubens,Q469151,PIERU
1371,7,2885,Picea sitchensis,Q147426,PIESI
1372,7,2885,Picea sp.,,PIESS
1373,8,2886,Pimpinella anisum,Q28692,PIMAN
1374,9,2887,Pinellia ternata,Q1258277,PINTE
1375,8,2890,Piper betle,Q159532,PIPBE
1376,7,2891,Pinus albicaulis,Q761480,PIUAB
1377,7,2891,Pinus aristata,Q936888,PIUAI
1378,7,2891,Pinus armandii,Q3286876,PIUAR
1379,7,2891,Pinus attenuata,Q2703208,PIUAT
1380,7,2891,Pinus ayacahuite,Q1546541,PIUAY
1381,7,2891,Pinus banksiana,Q806838,PIUBN
1382,7,2891,Pinus brutia,Q628329,PIUBR
1383,7,2891,Pinus canariensis,Q756191,PIUCA
1384,7,2891,Pinus caribaea,Q2900918,PIUCB
1385,7,2891,Pinus cembra,Q147278,PIUCE
1386,7,2891,Pinus clausa,Q1259309,PIUCL
1387,7,2891,Pinus cembroides,Q3506511,PIUCM
1388,7,2891,Pinus contorta,Q165091,PIUCN
1389,7,2891,Pinus coulteri,Q1137001,PIUCO
1390,7,2891,Pinus contorta var. murrayana,Q24692853,PIUCR
1391,7,2891,Pinus contorta var. latifolia,,PIUCT
1392,7,2891,Pinus cubensis,Q1790865,PIUCU
1393,7,2891,Pinus densiflora,Q1044186,PIUDE
1394,7,2891,Pinus elliottii var. densa,Q24692854,PIUDN
1395,7,2891,Pinus douglasiana,Q147472,PIUDO
1396,7,2891,Pinus discolor,Q10954063,PIUDR
1397,7,2891,Pinus durangensis,Q2703193,PIUDU
1398,7,2891,Pinus echinata,Q3237846,PIUEC
1399,7,2891,Pinus edulis,Q133096,PIUED
1400,7,2891,Pinus elliottii var. elliottii,Q24692855,PIUEE
1401,7,2891,Pinus elliottii,Q1249109,PIUEL
1402,7,2891,Pinus engelmannii,Q137009,PIUEN
1403,7,2891,Pinus flexilis,Q594993,PIUFL
1404,7,2891,Pinus gerardiana,Q3285379,PIUGE
1405,7,2891,Pinus greggii,Q137015,PIUGG
1406,7,2891,Pinus glabra,Q539249,PIUGL
1407,7,2891,Pinus halepensis,Q211457,PIUHA
1408,7,2891,Pinus brutia var. eldarica,,PIUHD
1409,7,2891,Pinus heldreichii,Q460531,PIUHE
1410,7,2891,Pinus hartwegii,Q136695,PIUHW
1411,7,2891,Pinus jeffreyi,Q251370,PIUJE
1412,7,2891,Pinus kesiya,Q1939271,PIUKE
1413,7,2891,Pinus koraiensis,Q301636,PIUKO
1414,7,2891,Pinus leiophylla,Q2737854,PIULE
1415,7,2891,Pinus luchuensis,Q975887,PIULU
1416,7,2891,Pinus lawsonii,Q3308373,PIULW
1417,7,2891,Pinus mugo var. pumilio,,PIUMM
1418,7,2891,Pinus monticola,Q261309,PIUMO
1419,7,2891,Pinus monophylla,Q583885,PIUMP
1420,7,2891,Pinus muricata,Q866150,PIUMR
1421,7,2891,Pinus mugo,Q147475,PIUMU
1422,7,2891,Pinus maximinoi,Q137010,PIUMX
1423,7,2891,Pinus montezumae,Q1640268,PIUMZ
1424,7,2891,Pinus nigra subsp. dalmatica,Q49621833,PIUND
1425,7,2891,Pinus nigra,Q145954,PIUNI
1426,7,2891,Pinus nigra subsp. laricio,Q3905334,PIUNL
1427,7,2891,Pinus nigra subsp. pallasiana,Q4429482,PIUNP
1428,7,2891,Pinus nigra subsp. salzmannii,Q20722203,PIUNS
1429,7,2891,Pinus occidentalis,Q3388586,PIUOC
1430,7,2891,Pinus oocarpa,Q2744076,PIUOO
1431,7,2891,Pinus palustris,Q148542,PIUPA
1432,7,2891,Pinus peuce,Q146021,PIUPE
1433,7,2891,Pinus pungens,Q3087592,PIUPG
1434,7,2891,Pinus pinaster subsp. escarena,Q85844699,PIUPI
1435,7,2891,Pinus pringlei,Q3506518,PIUPJ
1436,7,2891,Pinus pinaster,Q271582,PIUPL
1437,7,2891,Pinus ponderosa var. scopulorum,,PIUPM
1438,7,2891,Pinus pinea,Q106094,PIUPN
1439,7,2891,Pinus ponderosa,Q460523,PIUPO
1440,7,2891,Pinus arizonica,Q2703215,PIUPR
1441,7,2891,Pinus pseudostrobus,Q137071,PIUPS
1442,7,2891,Pinus patula,Q134804,PIUPT
1443,7,2891,Pinus pumila,Q243964,PIUPU
1444,7,2891,Pinus radiata,Q748888,PIURA
1445,7,2891,Pinus resinosa,Q2045958,PIURE
1446,7,2891,Pinus x rhaetica,,PIURH
1447,7,2891,Pinus rigida,Q837410,PIURI
1448,7,2891,Pinus roxburghii,Q3239892,PIURO
1449,7,2891,Pinus sabiniana,Q2473331,PIUSA
1450,7,2891,Pinus sibirica,Q774829,PIUSB
1451,7,2891,Pinus serotina,Q2703233,PIUSE
1452,7,2891,Pinus x schwerinii,,PIUSH
1453,7,2891,Pinus sylvestris,Q133128,PIUSI
1454,7,2891,Pinus x sondereggeri,,PIUSO
1455,7,2891,Pinus sp.,,PIUSS
1456,7,2891,Pinus strobus,Q157230,PIUST
1457,7,2891,Pinus tecunumanii,Q3308344,PIUTC
1458,7,2891,Pinus taeda,Q368248,PIUTD
1459,7,2891,Pinus teocote,Q311073,PIUTE
1460,7,2891,Pinus thunbergii,Q854884,PIUTH
1461,7,2891,Pinus torreyana,Q2746149,PIUTO
1462,7,2891,Pinus mugo subsp. uncinata,Q123095642,PIUUN
1463,7,2891,Pinus virginiana,Q3505749,PIUVI
1464,7,2891,Pinus wallichiana,Q747652,PIUWA
1465,9,2892,Plukenetia volubilis,Q958569,PKZVO
1466,8,2893,Plantago aristata,Q3337398,PLAAR
1467,8,2893,Plantago lanceolata,Q157408,PLALA
1468,8,2893,Plantago major,Q157154,PLAMA
1469,7,2895,Phyllocladus trichomanoides var. alpinus,,PLDAL
1470,9,2896,Plumeria sp.,,PLISS
1471,9,2897,Phlomis fruticosa,Q1322796,PLMFR
1472,9,2897,Phlomis italica,Q4117753,PLMIT
1473,8,2898,Phillyrea angustifolia,Q1891342,PLRAN
1474,8,2898,Phillyrea latifolia,Q784070,PLRLA
1475,8,2900,Platanus x hispanica,,PLTHY
1476,8,2900,Platanus occidentalis,Q157739,PLTOC
1477,8,2900,Platanus orientalis,,PLTOR
1478,8,2900,Platanus racemosa,Q164301,PLTRA
1479,8,2900,Platanus sp.,,PLTSS
1480,8,2900,Platanus wrightii,Q4115345,PLTWR
1481,9,2901,Pluchea odorata,Q7205209,PLUOD
1482,9,2902,Platycodon grandiflorus,Q805322,PLXGR
1483,9,13,Citrus trifoliata,Q859433,PMITR
1484,8,2903,Panax ginseng,Q182881,PNXGI
1485,9,2904,Poa annua,Q157571,POAAN
1486,9,2904,Poa pratensis,Q147783,POAPR
1487,8,2906,Polygala x dalmaisiana,,POGDA
1488,8,2906,Polygala myrtifolia,,POGMY
1489,8,2906,Polygala sp.,,POGSS
1490,9,2908,Polygonum arenastrum,Q4280447,POLAR
1491,9,2908,Polygonum aviculare,Q242573,POLAV
1492,9,2909,Reynoutria japonica,Q18421053,POLCU
1493,9,2910,Persicaria lapathifolia,Q159076,POLLA
1494,9,2910,Persicaria maculosa,Q161717,POLPE
1495,8,2911,Populus alba,Q146269,POPAL
1496,8,2911,Populus balsamifera,Q149471,POPBA
1497,8,2911,Populus x canadensis,,POPCA
1498,8,2911,Populus x canescens,,POPCN
1499,8,2911,Populus deltoides,Q149319,POPDE
1500,8,2911,Populus fremontii,Q3838136,POPFR
1501,8,2911,Populus hybrids,,POPHY
1502,8,2911,Populus nigra,Q147064,POPNI
1503,8,2911,Populus nigra var. italica,Q3377825,POPNT
1504,8,2911,Populus purdomii,Q10895223,POPPU
1505,8,2911,Populus trichocarpa,Q149382,POPTC
1506,8,2911,Populus tremuloides,Q469576,POPTM
1507,8,2911,Populus tremula,Q146110,POPTR
1508,8,2913,Portulaca grandiflora,Q159547,PORGR
1509,8,2913,Portulaca oleracea,Q158015,POROL
1510,8,2914,Phlox paniculata,Q164553,POXPA
1511,9,2915,Phalaenopsis hybrids,,PQAHY
1512,9,72,Primula obconica,Q813591,PRIOB
1513,9,2916,Perilla frutescens,Q1076038,PRJFR
1514,9,73,Prunus americana,Q469524,PRNAM
1515,9,73,Prunus angustifolia,Q3010229,PRNAN
1516,9,73,Prunus armeniaca,Q37453,PRNAR
1517,9,73,Prunus avium,Q165137,PRNAV
1518,9,73,Prunus besseyi,Q15624054,PRNBE
1519,9,73,Prunus x blireana,,PRNBL
1520,9,73,Prunus brigantina,Q3408630,PRNBR
1521,9,73,Prunus cerasus,Q131517,PRNCE
1522,9,73,Prunus cerasifera,Q146951,PRNCF
1523,9,73,Prunus x cistena,,PRNCI
1524,9,73,Prunus caroliniana,Q501671,PRNCL
1525,9,73,Prunus campanulata,Q149633,PRNCM
1526,9,73,Prunus cerasoides,Q150149,PRNCS
