Category,Disease,Pathogen,Afflict
MISCELLANEOUS DISEASES OR DISORDERS,Stem girdle,Extreme high or low temperatures cause cankers at soil level,Flax
MISCELLANEOUS DISEASES OR DISORDERS,Stem twisting and bending,Herbicide damage and soil and temperature conditions,Flax
VIRUS DISEASES,Aster yellows,MLO,Flax
VIRUS DISEASES,Crinkle,Oat blue dwarf virus,Flax
VIRUS DISEASES,Crinkle,Oat blue dwarf virus,Foliage Plants (House Plants)
BACTERIAL DISEASE,Bacterial leaf spot,Xanthomonas campestris(Pammel) Dowson,Foliage Plants (House Plants)
FUNGAL DISEASES,Corynespora leaf spot,Corynespora cassiicola(Berk. & M.A. Curtis) C.T. Wei:A,Foliage Plants (House Plants)
FUNGAL DISEASES,Gray mold,"Botrytis cinereaPers.:Fr.:A
(teleomorph:Botryotinia fuckeliana(de Bary) Whetzel)",Foliage Plants (House Plants)
FUNGAL DISEASES,Myrothecium leaf spot,Myrothecium roridumTode:Fr.:A,Foliage Plants (House Plants)
FUNGAL DISEASES,Phytophthora stem rot,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:A
=P. parasiticaDastur",Foliage Plants (House Plants)
FUNGAL DISEASES,Rhizoctonia stem rot,"Rhizoctonia solaniKühn:A,F
(teleomorph:Thanatephorus cucumeris(A.B. Frank) Donk)",Foliage Plants (House Plants)
FUNGAL DISEASES,"Southern blight:Sclerotium rolfsiiSacc.:A,F",(teleomorph:Athelia rolfsii(Curzi) Tu & Kimbrough),Foliage Plants (House Plants)
FUNGAL DISEASES,Stem gall,"Nectriella pironiiAlfieri & Samuel:A
(anamorph:Kutilakesa pironiiAlfieri)",Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,Cucumber mosaic virus:A,Foliage Plants (House Plants)
VIRUS DISEASES,Mottle,Bidens mottle virus:F,Foliage Plants (House Plants)
VIRUS DISEASES,Spotted wilt,Tomato spotted wilt:A,Foliage Plants (House Plants)
BACTERIAL DISEASES,Bacterial leaf spot,"Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.:D,Ds
E. chrysanthemiBurkholderet al.:D,Ds
E. herbicola(Lohnis) Dye:Ds
Pseudomonassp.:Ds",Foliage Plants (House Plants)
BACTERIAL DISEASES,Erwinia blight,"Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.:C,D,S
E. chrysanthemiBurkholderet al.:C,D,S",Foliage Plants (House Plants)
FUNGAL DISEASES,Anthracnose,"glomerella cingulata(Stoneman) Spauld, & Schrenk:C,D
(anamorph:Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz)",Foliage Plants (House Plants)
FUNGAL DISEASES,Brown leaf spot,"Paraphaeosphaeria obtusispora(Speg.) Hedjaroude:Y
=Leptosphaeria obtusisporaSpeg
(anamorph:Coniothyrium henriquesiiThuem.)",Foliage Plants (House Plants)
FUNGAL DISEASES,Cercospora leaf spot,Cercosporasp.:C,Foliage Plants (House Plants)
FUNGAL DISEASES,Fusarium leaf spot,"Fusarium moniliformeJ. Sheldon:D
(teleomorph:Gibberella fujikuroi(Sawada) Ito in Ito & Kimura)",Foliage Plants (House Plants)
FUNGAL DISEASES,Gray leaf spot,Cytosporinasp.:Y,Foliage Plants (House Plants)
FUNGAL DISEASES,Gray mold,"Botrytis cinereaPers.: Fr.:D,Ds,Sa",Foliage Plants (House Plants)
FUNGAL DISEASES,Phyllosticta leaf spot,"Phyllostictaspp.:C,Ds
P. draconisBerk",Foliage Plants (House Plants)
FUNGAL DISEASES,Phytophthora stem rot,"Phytophthora nicotianaBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:C,D
=P. parasiticaDastur",Foliage Plants (House Plants)
FUNGAL DISEASES,Red leaf spot,Fusarium moniliformeJ. Sheldon:S,Foliage Plants (House Plants)
FUNGAL DISEASES,Southern blight,Sclerotium rolfsiiSacc.:all,Foliage Plants (House Plants)
FUNGAL DISEASES,Stem rot,"Aspergillus nigerTiegh.:Ds,S",Foliage Plants (House Plants)
BACTERIAL DISEASES,Bacterial leaf spots,"Erwinia carotovorasubsp.carotovora(Jones) Bergeyet alAg,An,C,D,E,P,Sy
E. chrysanthemiBurkholderet al.Ag,D,E, P,Sy
Pseudomonas cichorii(Swingle) StappAg,An, D,M,P, Sy
Xanthomonas campestrispv.dieffenbachiae(McCulloch & Pirone) DyeAg,An, C,D,P,Sy",Foliage Plants (House Plants)
BACTERIAL DISEASES,Red-edge,Xanthomonas campestrispv.dieffenbachiae(McCulloch & Pirone) DyePs,Foliage Plants (House Plants)
BACTERIAL DISEASES,Soft rot,Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.all,Foliage Plants (House Plants)
FUNGAL DISEASES,Black cane rot (Ceratocystis blight),"Ceratocystis fimbriataEllis & Halst.:Sy
(anamorph:Chalarasp.)",Foliage Plants (House Plants)
FUNGAL DISEASES,Brown leaf spot,Leptosphaeriaspp.:D,Foliage Plants (House Plants)
FUNGAL DISEASES,Cephalosporium leaf spot,"Acremonium crotocinigenum(Schol-Schwarz) W. Gams:D,Sy
=Cephalosporium crotocinigenumSchol-Schwarz",Foliage Plants (House Plants)
FUNGAL DISEASES,Colletotrichum spadix blight,Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz:An,Foliage Plants (House Plants)
FUNGAL DISEASES,Cylindrocladium petiole & root rot,Cylindrocladium spathiphylliSchoultieset al.:Sp,Foliage Plants (House Plants)
FUNGAL DISEASES,Dactylaria leaf spot,Dactylaria humicolaG.C. Bhatt & Kendrick:P,Foliage Plants (House Plants)
FUNGAL DISEASES,Fusarium corm rot,"Fusarium solani(H. Mart.) Sacc.:C
(teleomorph:Nectria haematococcaBerk. & Broome)",Foliage Plants (House Plants)
FUNGAL DISEASES,Fusarium stem rot,"Fusarium solani(H. Mart.) Sacc.:Ag,D",Foliage Plants (House Plants)
FUNGAL DISEASES,Gray mold,Botrytis cinereaPers.:Fr. P,Foliage Plants (House Plants)
FUNGAL DISEASES,Myrothecium leaf spot,"Myrothecium roridumTode:Fr.:Ag,D,P,Sp,Sy",Foliage Plants (House Plants)
FUNGAL DISEASES,Phytophthora leaf spot,"Phytophthoraspp.:D,P,Sp",Foliage Plants (House Plants)
FUNGAL DISEASES,Pythium root rot,Pythiumspp.:all,Foliage Plants (House Plants)
FUNGAL DISEASES,Rhizoctonia aerial blight,Rhizoctonia solaniKühn:all,Foliage Plants (House Plants)
FUNGAL DISEASES,Southern blight,Sclerotium rolfsiiSacc.:all,Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Burrowing,"Radopholus similis(Cobb) Thorne:An,P,Sy",Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Foliar,Aphelenchoidesspp.:An,Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Lesion,"Pratylenchusspp.:C,D",Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Root-knot,"Meloidogynespp.:C,E,P",Foliage Plants (House Plants)
VIRUS DISEASES,Araceae cucumber mosaic,"Cucumber mosaic virus:D,P",Foliage Plants (House Plants)
VIRUS DISEASES,Araceae dasheen mosaic,"Dasheen mosaic virus:Ag,An,C,D,P,Sp",Foliage Plants (House Plants)
VIRUS DISEASES,Alternaria leaf spot,"Alternaria panaxWhetzel in Whetzel & Rosenb.:B,D,Fl, P,S",Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Colletotrichum trichellum(Fr.:Fr.) M.M. Duke:H,Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf spots,"Erwinia chrysanthemiBurkholderet al.:B,S
Pseudomonas cichorii(Swingle) Stapp:B,Fl, Fj,P,S
Xanthomonas campestrispv.hederae(Arnaud) Dye:B,Fl,Fj,H,P,S",Foliage Plants (House Plants)
VIRUS DISEASES,Cercospora leaf spot,"Cercosporaspp.:B,S",Foliage Plants (House Plants)
VIRUS DISEASES,Damping-off,"Pythiumspp.:B,Fj,S",Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,Botrytis cinereaPers.: Fr.:H,Foliage Plants (House Plants)
VIRUS DISEASES,Phyllosticta leaf spot,"Phyllosticta concentricaSacc.:H
(teleomorph:Discochora philoprinaBerk. & M.A. Curtis) Bissett)",Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora leaf spot,"Phytophthora palmivora(E.J. Butler) E.J. Butler:H
P. nicotianaeBreda de Haan var.parasitica(Dastur)G.M. Waterhouse:B
=P. parasiticaDastur",Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora root rot,Phytophthoraspp.:H,Foliage Plants (House Plants)
VIRUS DISEASES,Pythium root rot,Pythiumspp.:B,Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight and stem rot,Rhizoctonia solaniKühn:all,Foliage Plants (House Plants)
VIRUS DISEASES,Root-knot (nematodes),Meloidogynespp.:B,Foliage Plants (House Plants)
VIRUS DISEASES,Southern blight,Sclerotium rolfsiiSacc.:all,Foliage Plants (House Plants)
VIRUS DISEASES,Bleeding canker,"Dothiorellaspp.:A
Lasiodiplodia theobromae(Pat.) Griffon & Maubl.:A
=Botryodiplodia theobromaePat.",Foliage Plants (House Plants)
VIRUS DISEASES,Cylindrocladium root rot,Cylindrocladiumspp.:A,Foliage Plants (House Plants)
VIRUS DISEASES,Needle blight,"Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz.:A
=C. derridisVan Hoof",Foliage Plants (House Plants)
VIRUS DISEASES,Pythium root rot,Pythiumspp.:A,Foliage Plants (House Plants)
VIRUS DISEASES,Cercospora leaf spot,Cercosporaspp.:H,Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,Botrytis cinereaPers.: Fr.:H,Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight,Rhizoctonia solaniKühn:H,Foliage Plants (House Plants)
VIRUS DISEASES,Corynespora leaf spot,Corynespora cassiicola(Berk. & M.A. Curtis) C.T. Wei:R,Foliage Plants (House Plants)
VIRUS DISEASES,Myrothecium leaf spot,Myrothecium roridumTode:Fr.:R,Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora stem rot,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:R
=P. parasiticaDastur",Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia stem and root rot,Rhizoctonia solaniKühn:R,Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Colletotrichumspp.:C,Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf spot,Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.:A,Foliage Plants (House Plants)
VIRUS DISEASES,Helminthosporium leaf spot,"Setosphaeria rostrataK.J. Leonard:A
(anamorph:Exserohilum rostratum(Drechs.) K.J. Leonard& E.G. Suggs)
=Helminthosporium rostratumDrechs.",Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia leaf spot,Rhizoctonia solaniKühn:A,Foliage Plants (House Plants)
VIRUS DISEASES,Cactus cyst nematode,"Cactodera cacti(Filipjev & Schuurmans- Stekhoven) Krall &  Krall:Many cacti
=Heteroderacacti Filipjev & Schuurmans-Stekhoven",Foliage Plants (House Plants)
VIRUS DISEASES,Cactus virus X,Cactus virus X:Many cacti,Foliage Plants (House Plants)
VIRUS DISEASES,Colletotrichum stem rot,Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz:Many cacti,Foliage Plants (House Plants)
VIRUS DISEASES,Fusarium stem rot,"Fusarium oxysporumSchlechtend: Fr.:R,S",Foliage Plants (House Plants)
VIRUS DISEASES,"Helminthosporium stem rot, shattering","Bipolaris cactivora(Petr.) Alcorn:C,R,S
=Helminthosporium cactivorumPetr.",Foliage Plants (House Plants)
VIRUS DISEASES,Soft rot,"Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.:C,R,S",Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,"Tobacco mosaic virus:R
Tomato mosaic virus:R,T",Foliage Plants (House Plants)
VIRUS DISEASES,(Tradescantia mosaic),"Tradescantia mosaic virus:T,Z",Foliage Plants (House Plants)
VIRUS DISEASES,Pythium root rot,Pythiumspp.:R,Foliage Plants (House Plants)
VIRUS DISEASES,Root-knot (nematode) (also called leaf gall),Meloidogyne incognita(Kofoid & White) Chitwood:S,Foliage Plants (House Plants)
VIRUS DISEASES,Tan leaf spot,"Curvularia eragrostidis(Henn.) J.A. Meyer:R,T
(teleomorph:Cochliobolus eragrostidis(Tsuda & Ueyama) Sivanesan)",Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Glomerella cingulata(Stoneman) Spauld. & H. Schrenk:C,Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf spot,Xanthomonas campestris(Pammel) Dowson:C,Foliage Plants (House Plants)
VIRUS DISEASES,Crown gall,Agrobacterium tumefaciens(Smith & Townsend) Conn:C,Foliage Plants (House Plants)
VIRUS DISEASES,Lesion nematode,Pratylenchus coffea(Zimmerman) Filipjev & Schuurmans-Stekhoven:C,Foliage Plants (House Plants)
VIRUS DISEASES,Stem gall and canker,"Nectriella pironiiAlfieri & Samuels:C
(anamorph:Kutilakesa pironiiAlfieri)",Foliage Plants (House Plants)
VIRUS DISEASES,Botrytis blight,Botrytis cinereaPers: Fr.:E,Foliage Plants (House Plants)
VIRUS DISEASES,Stem rot and wilt,Fusarium solani(H. Mart.) Sacc.:E,Foliage Plants (House Plants)
VIRUS DISEASES,Spotted wilt,Tomato spotted wilt virus:E,Foliage Plants (House Plants)
BACTERIAL DISEASES,Bacterial leaf spot,"Pseudomonasspp.:Si
Erwinia blight
Erwinia chrysanthemiBurkholderet al.:Sa",Foliage Plants (House Plants)
FUNGAL DISEASES,Corynespora leaf spot,"Corynespora cassiicola(Berk. & M.A. Curtis) C.T. Wei:A,Sa",Foliage Plants (House Plants)
FUNGAL DISEASES,Gray mold,"Botrytis cinereaPers.: Fr.:A,Sa,Si",Foliage Plants (House Plants)
FUNGAL DISEASES,Myrothecium leaf spot,"Myrothecium roridumTode:Fr.:A,Si",Foliage Plants (House Plants)
FUNGAL DISEASES,Phytophthora stem rot,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse
A,Sa,Si
=P. parasiticaDastur",Foliage Plants (House Plants)
FUNGAL DISEASES,Powdery mildew,Oidiumspp.:Sa,Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,Tobacco mosaic virus:Si,Foliage Plants (House Plants)
VIRUS DISEASES,Ringspot,"Dahlia ringspot virus:Si
Tomato ringspot virus:Si",Foliage Plants (House Plants)
VIRUS DISEASES,Spotted wilt,"Tomato spotted wilt virus:Sa,Si",Foliage Plants (House Plants)
"NEMATODES, PARASITIC :",Foliar,"Aphelenchoidesspp.:Sa,Si",Foliage Plants (House Plants)
BACTERIAL DISEASES,Pseudomonas leaf spot,"Pseudomonassp.:C
P. cichorii(Swingle) Stapp:C",Foliage Plants (House Plants)
FUNGAL DISEASES,Alternaria leaf spot,Alternaria alternata(Fr.:Fr.) Keissl.:C,Foliage Plants (House Plants)
FUNGAL DISEASES,Fusarium root rot,Fusarium oxysporumSchlechtend.:Fr.:C,Foliage Plants (House Plants)
FUNGAL DISEASES,Helminthosporium leaf spot,"Bipolaris setariae(Sawada) Shoemaker:C,M
(teleomorph:Cochliobolus setariae(Ito & Kuribayashi)Drechs. ex Dastur",Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Burrowing,"Radopholus similis(Cobb) Thorne:C,M",Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Root-knot,Meloidogyne javanica(Treub) Chitwood:M,Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,"Cucumber mosaic virus:C,M",Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,"Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz.:Fe,Fl",Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf spot,"Pseudomonas cichorii(Swingle) Stapp:Fb,Fe,Fl
Xanthomonas campestris(Pammel) Dowson",Foliage Plants (House Plants)
VIRUS DISEASES,Cercospora leaf spot,Cercosporaspp.:Fe,Foliage Plants (House Plants)
VIRUS DISEASES,Corynespora leaf spot,Corynespora cassiicola(Berk. & M.A. Curtis) C.T. Wei:Fb,Foliage Plants (House Plants)
VIRUS DISEASES,Crown gall,"Agrobacterium tumefaciens(Smith and Townsend) Conn:Fb,Fe",Foliage Plants (House Plants)
VIRUS DISEASES,Foliar nematode,Aphelenchoides besseyiChristie:Fe,Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,"Botrytis cinereaPers.:Fr.:Fe,Fl",Foliage Plants (House Plants)
VIRUS DISEASES,Phomopsis dieback,Diplodiaspp.:Fb,Foliage Plants (House Plants)
VIRUS DISEASES,Lesion nematodes,"Pratylenchusspp.:Fb,Fe",Foliage Plants (House Plants)
VIRUS DISEASES,Southern blight,"Sclerotium rolfsiiSacc.:Fb,Fe,Fl",Foliage Plants (House Plants)
VIRUS DISEASES,Verticillium wilt,Verticillium albo-atrumReinke & Berthier:Fb,Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf blight,Pseudomonas aveneaManns:C,Foliage Plants (House Plants)
VIRUS DISEASES,Brown leaf spot,"Pseudocercospora rhapisicolaTominaga:R
= Cercospora rhapisicolaTominaga",Foliage Plants (House Plants)
VIRUS DISEASES,Burrowing nematode,Radopholus similis(Cobb) Thorne:Ch,Foliage Plants (House Plants)
VIRUS DISEASES,Cylindrocladium leaf spot,"Cylindrocladiumspp.:H
C. crotalariae(C.A. Loos) D.K. Bell & Sobers:H
(teleomorph:Calonectria crotalariae(C.A. Loos) D.K. Bell& Sobers)
C. theae(Petch) Subramanian:H
(teleomorph:Calonectria theaeC.A. Loos)",Foliage Plants (House Plants)
VIRUS DISEASES,Damping-off,"Fusariumspp.:C,Ca, Ch,H,R
Pythiumspp.:C,Ca, Ch,H,R",Foliage Plants (House Plants)
VIRUS DISEASES,Gliocladium stem rot,"Gliocladium vermoeseni(Biourge) Thom.:Ca,Ch",Foliage Plants (House Plants)
VIRUS DISEASES,Helminthosporium leaf spot,"Bipolaris setariae(Sawada)Shoemaker:H,R
=Helminthosporium setariaeSawada
Exserohilum rostratum(Drechs.) K.J Leonard & E.G. Suggs:C,Ca,Ch,H,R
=H. rostratumDrechs.",Foliage Plants (House Plants)
VIRUS DISEASES,Leaf spot,Phaeotrichoconis crotalariae(M.A. Salam & P.N. Rao) Subramanian:Ca,Foliage Plants (House Plants)
VIRUS DISEASES,Lethal yellows,Mycoplasma-like organism (MLO):C,Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora stem rot and blight,Phytophthoraspp.:Ch,Foliage Plants (House Plants)
VIRUS DISEASES,Lesion nematodes,Pratylenchusspp.:Ch,Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Colletotrichumspp.:P,Foliage Plants (House Plants)
VIRUS DISEASES,Cercospora leaf spot,Cercosporaspp.:P,Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,Cucumber mosiac virus:P,Foliage Plants (House Plants)
VIRUS DISEASES,Myrothecium leaf spot,Myrothecium roridumTode:Fr.:P,Foliage Plants (House Plants)
VIRUS DISEASES,Phyllosticta leaf spot,Phyllostictaspp.:P,Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora stem and root rot,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:P
=P. parasiticaDastur",Foliage Plants (House Plants)
VIRUS DISEASES,Pythium root rot,Pythium splendensBraun:P,Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia leaf spot,Rhizoctonia solaniKühn:P,Foliage Plants (House Plants)
VIRUS DISEASES,Ring spot,Unidentified virus:P,Foliage Plants (House Plants)
VIRUS DISEASES,Southern blight,Sclerotium rolfsiiSacc.:P,Foliage Plants (House Plants)
VIRUS DISEASES,Verticillium wilt,Verticillium albo-atrumReinke & Berthier:P,Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial blight,"Pseudomonas cichorii(Swingle) Stapp:A,Pl
P. asplenii(Ark and Tompkins) Savulescu:A,Pl
P. gladioliSeverini:A,D,Pl, Pt",Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,"Botrytis cinereaPers.: Fr.:D,N,Pt",Foliage Plants (House Plants)
VIRUS DISEASES,Foliar nematode,"Aphelenchoides fragariae(Ritsema-Bos) Christie:A,N",Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight,"Rhizoctonia solaniKühn:D,N,Pl, Pt",Foliage Plants (House Plants)
VIRUS DISEASES,Lesion nematode,Pratylenchusspp.:N,Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Colletotrichum capsici(Syd.) E.J. Butler & Bisby:Pi,Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf spot,"Xanthomonas campestris(Pammel) Dowson:Pe,Pi",Foliage Plants (House Plants)
VIRUS DISEASES,Myrothecium leaf spot,"Myrothecium roridumTode:Fr.:Pe,Pi",Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora blight,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:Pi
=P. parasiticaDastur",Foliage Plants (House Plants)
VIRUS DISEASES,Southern blight,Sclerotium rolfsiiSacc.:Pe,Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,"Colletotrichumspp.:Ca,Cr
Glomerella cingulata(Ston.) Spauld. & H. Shrenk",Foliage Plants (House Plants)
VIRUS DISEASES,Downy mildew,"Plasmoparaspp.:Ca,Cr",Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,"Botrytis cinereaPers.: Fr.:Ca,Cr",Foliage Plants (House Plants)
VIRUS DISEASES,Powdery mildew,Oidiumspp.:Cr,Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight,"Rhizoctonia solaniKühn:Ca,Cr",Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight,"Rhizoctonia solaniKühn:Ca,Cr",Fuchsia
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith and Townsend 1907) Conn 1942,Fuchsia
BACTERIAL DISEASES,Southern wilt,Ralstonia solanacearum(Smith 1896) Yabuuchiet al.1996 (=Pseudomonas solanacearum(Smith 1896) Smith 1914),Fuchsia
FUNGAL DISEASES,Armillaria root rot,Armillaria mellea(Vahl:Fr.) P. Kumm.,Fuchsia
FUNGAL DISEASES,Black root rot,Thielaviopsis basicola(Berk. & Broome) Ferraris(synanamorph:Chalara elegansNag Raj & Kendrick),Fuchsia
FUNGAL DISEASES,Botrytis blight,Botrytis cinereaPers.:Fr.,Fuchsia
FUNGAL DISEASES,Cercospora leaf spot,Cercospora fuchsiaeChupp & Muller,Fuchsia
FUNGAL DISEASES,Phytophthora root and stem rot,Phytophthora parasiticaDastur,Fuchsia
FUNGAL DISEASES,Pythium root rot,Pythium rostratumButlerP. ultimumTrow,Fuchsia
FUNGAL DISEASES,Rhizoctonia root and crown rot,RhizoctoniasolaniKühn,Fuchsia
FUNGAL DISEASES,Rust,Pucciniastrum epilobiiG. Otthf. sp. palustrisGaumP. pustulatumDietel in Engl. & Prantl,Fuchsia
FUNGAL DISEASES,Septoria leaf spot,Septoriasp.,Fuchsia
FUNGAL DISEASES,Verticillium wilt,Verticillium albo-atrumReinke & Berthier,Fuchsia
VIRAL & VIROID DISEASES,Impatiens necrotic spot,Impatiens necrotic spot tospovirus (INSV),Fuchsia
VIRAL & VIROID DISEASES,Spotted wilt,Tomato spotted wilt tospovirus (TSWV),Fuchsia
VIRAL & VIROID DISEASES,Spotted wilt,Tomato spotted wilt tospovirus (TSWV),Garden Dahlia
BACTERIAL DISEASES,Bacterial wilt,Pseudomonas solanacearumE. F. Sm.,Garden Dahlia
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith & Town.) Conn.,Garden Dahlia
FUNGAL DISEASES,Flower blight,Botrytis cinereaPers.: Fr.,Garden Dahlia
FUNGAL DISEASES,Leaf spot,Alternaria alternata(Fr.:Fr.) Keissl,Garden Dahlia
FUNGAL DISEASES,Powdery mildew,"Erysiphe cichoracearumDC.
Erysiphe communis(Wallr.) Link
Erysiphe polygoniDC.",Garden Dahlia
FUNGAL DISEASES,Soft rot,Erwinia carotovorasubsp.carotovora(Jones) Bergy et. al.,Garden Dahlia
FUNGAL DISEASES,Southern blight,"Sclerotium rolfsiiSacc.
(teleomorph:Athelia rolfsii(Curzi) Tu & Kimbrough)",Garden Dahlia
FUNGAL DISEASES,Smut,Entyloma dahliaeSyd. & P. Syn.,Garden Dahlia
FUNGAL DISEASES,Stem and tuber rot,"Rhizoctonia solaniKühn
(teleomorph:Thanatephorus cucumeris(A. B. Frank) Donk)",Garden Dahlia
FUNGAL DISEASES,Cottony stem rot,Sclerotinia sclerotiorum(Lib.) de Bary,Garden Dahlia
FUNGAL DISEASES,Vascular wilt,"Fusarium oxysporumSchlechtend.: Fr.
Verticillium albo-atrumRanch and Berth.",Garden Dahlia
VIRAL DISEASES,Mosaic,"Cucumber mosaic virus
Dahlia mosaic virus
Tomato spotted wilt virus",Garden Dahlia
VIRAL DISEASES,Ringspot,Impatiens necrotic spot virus,Garden Dahlia
VIRAL DISEASES,Ringspot,Impatiens necrotic spot virus,Geranium
BACTERIAL DISEASES,Bacterial blight,Xanthomonas campestrispv.pelargonii(Brown) Dye,Geranium
BACTERIAL DISEASES,Bacterial fasciation,"Rhodococcus fascians(Tilford) Goodfellow
(=Corynebacterium fascians(Tilford) Dows.)",Geranium
BACTERIAL DISEASES,Bacterial leaf spot,"Acidovoraxsp.
Pseudomonas cichorii(Swingle) Stapp
Pseudomonas syringaevan Hall",Geranium
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith & Townsend) Conn,Geranium
BACTERIAL DISEASES,Southern wilt,Pseudomonas solanacearumE. F. Sm.,Geranium
